id,completed,agents,randomJumpChance,learningRate,discountFactor,epsilon,moves,falls,jumps,time,totalTime
179,1,175,0.01,0.1,0.3,0.15,23,2202,18402,197.404,35122.6
179,1,175,0.01,0.1,0.3,0.15,22,3147,24940,278.382,48385.9
179,1,175,0.01,0.1,0.3,0.15,24,4557,37650,404.799,69093.1
180,1,175,0.01,0.15,0.1,0.05,22,11625,108876,1046.51,174047
180,1,175,0.01,0.15,0.1,0.05,22,4183,37430,373.082,63897.4
180,1,175,0.01,0.15,0.1,0.05,24,2540,24216,243.644,42695.2
180,1,175,0.01,0.15,0.1,0.05,25,2432,22975,221.258,39028.8
181,1,175,0.01,0.15,0.1,0.1,24,2746,22473,229.571,40391.5
181,1,175,0.01,0.15,0.1,0.1,21,8137,65070,1013.53,168656
181,1,175,0.01,0.15,0.1,0.1,23,6330,52407,559.163,94366.1
181,1,175,0.01,0.15,0.1,0.1,22,3825,38363,403.046,68808
182,1,175,0.01,0.15,0.1,0.15,24,2324,18495,194.265,34606.5
182,1,175,0.01,0.15,0.1,0.15,22,3849,30505,328.094,56530.6
182,1,175,0.01,0.15,0.1,0.15,22,4779,34364,375.185,64242.4
182,1,175,0.01,0.15,0.1,0.15,24,1984,16366,177.339,31718.4
183,1,175,0.01,0.15,0.2,0.05,26,2130,17816,173.9,31084.9
183,1,175,0.01,0.15,0.2,0.05,23,6183,52477,522.003,88289.8
183,1,175,0.01,0.15,0.2,0.05,24,2055,17800,183.164,32788.5
183,1,175,0.01,0.15,0.2,0.05,23,5400,45239,424.797,72370.7
184,1,175,0.01,0.15,0.2,0.1,23,13267,100648,1023.98,170365
184,1,175,0.01,0.15,0.2,0.1,24,1630,14912,157.958,28148.2
184,1,175,0.01,0.15,0.2,0.1,23,1923,17720,178.056,31849.8
184,1,175,0.01,0.15,0.2,0.1,24,1358,12603,129.246,22854.6
185,1,175,0.01,0.15,0.2,0.15,22,3861,27903,288.765,50087.6
185,1,175,0.01,0.15,0.2,0.15,22,5539,39761,414.765,70727.4
185,1,175,0.01,0.15,0.2,0.15,24,4026,28315,302.103,52270.6
185,1,175,0.01,0.15,0.2,0.15,21,12849,88606,973.909,162178
186,1,175,0.01,0.15,0.3,0.05,25,1062,11910,121.113,21357
186,1,175,0.01,0.15,0.3,0.05,26,992,10415,105.013,18394
186,1,175,0.01,0.15,0.3,0.05,24,966,10747,105.932,18561
186,1,175,0.01,0.15,0.3,0.05,24,1374,14922,152.182,27082.7
187,1,175,0.01,0.15,0.3,0.1,24,3100,26168,271.521,47263.2
187,1,175,0.01,0.15,0.3,0.1,23,4118,37478,391.311,66884.5
187,1,175,0.01,0.15,0.3,0.1,25,3081,27110,270.269,47058.6
187,1,175,0.01,0.15,0.3,0.1,24,4864,36507,366.221,62773.5
188,1,175,0.01,0.15,0.3,0.15,22,5302,41077,426.066,72577.8
188,1,175,0.01,0.15,0.3,0.15,21,9178,65218,725.513,121563
188,0,175,0.01,0.15,0.3,0.15,1,19737,137901,1496.14,247565
188,1,175,0.01,0.15,0.3,0.15,22,2696,20427,222.443,39224
189,1,200,0.01,0.05,0.1,0.05,23,2570,26712,230.456,45926.4
189,1,200,0.01,0.05,0.1,0.05,24,1241,13826,122.616,24860.5
189,1,200,0.01,0.05,0.1,0.05,23,7911,55955,455.73,88099.2
189,1,200,0.01,0.05,0.1,0.05,24,1230,14247,123.752,25099.9
190,1,200,0.01,0.05,0.1,0.1,25,3049,25444,226.099,45110.9
190,1,200,0.01,0.05,0.1,0.1,23,3913,34189,310.266,60866.5
190,1,200,0.01,0.05,0.1,0.1,23,2434,21856,197.737,39801
190,1,200,0.01,0.05,0.1,0.1,23,5393,41464,372.064,72436.8
191,1,200,0.01,0.05,0.1,0.15,21,7313,55695,529.244,101855
191,1,200,0.01,0.05,0.1,0.15,21,16505,99920,980.933,186259
191,1,200,0.01,0.05,0.1,0.15,22,4438,34595,326.158,63841.9
191,1,200,0.01,0.05,0.1,0.15,22,8320,61496,577.759,110922
192,1,200,0.01,0.05,0.2,0.05,24,2694,27024,247.533,49123.3
192,1,200,0.01,0.05,0.2,0.05,25,3333,34923,285.009,56140.3
192,1,200,0.01,0.05,0.2,0.05,23,3744,40107,341.115,66641.3
192,1,200,0.01,0.05,0.2,0.05,24,2049,22117,184.5,37324.9
193,1,200,0.01,0.05,0.2,0.1,22,10903,80980,814.717,155198
193,1,200,0.01,0.05,0.2,0.1,24,2036,18015,157.006,32103.3
193,1,200,0.01,0.05,0.2,0.1,22,5008,41482,380.343,73987
193,1,200,0.01,0.05,0.2,0.1,24,3026,19771,178.34,36169.8
194,1,200,0.01,0.05,0.2,0.15,21,16080,115355,1147.83,217446
194,1,200,0.01,0.05,0.2,0.15,22,3907,30602,282.171,55608.8
194,1,200,0.01,0.05,0.2,0.15,22,14714,105940,1025.5,194588
194,1,200,0.01,0.05,0.2,0.15,24,3189,25657,241.39,47973.8
195,1,200,0.01,0.05,0.3,0.05,23,3221,29735,267.465,52854.8
195,1,200,0.01,0.05,0.3,0.05,24,4445,34511,298.948,58749.2
195,1,200,0.01,0.05,0.3,0.05,24,6407,62453,513.507,98913.5
195,1,200,0.01,0.05,0.3,0.05,23,1947,23161,196.786,39623.7
196,1,200,0.01,0.05,0.3,0.1,23,7687,64062,559.832,107571
196,1,200,0.01,0.05,0.3,0.1,25,3092,27657,243.243,48322.4
196,1,200,0.01,0.05,0.3,0.1,23,4129,37343,334.704,65444.3
196,1,200,0.01,0.05,0.3,0.1,24,2532,24040,215.382,43104.6
197,1,200,0.01,0.05,0.3,0.15,23,5265,41962,377.472,73448.3
197,1,200,0.01,0.05,0.3,0.15,23,2880,23901,222.51,44441.1
197,1,200,0.01,0.05,0.3,0.15,22,6576,48674,432.877,83822.2
197,1,200,0.01,0.05,0.3,0.15,21,4771,34397,322.652,63188.1
198,1,200,0.01,0.1,0.1,0.05,23,1787,17200,150.346,30700.4
198,1,200,0.01,0.1,0.1,0.05,25,2663,23934,207.67,41660.1
198,1,200,0.01,0.1,0.1,0.05,23,2334,20905,190.509,38448.6
198,1,200,0.01,0.1,0.1,0.05,26,1215,13911,120.128,24336.3
199,1,200,0.01,0.1,0.1,0.1,24,4399,42221,374.367,72868
199,1,200,0.01,0.1,0.1,0.1,22,5982,53793,473.842,91489
199,1,200,0.01,0.1,0.1,0.1,26,2477,23978,240.155,47741.2
199,1,200,0.01,0.1,0.1,0.1,22,3927,33804,308.079,60457.3
200,1,200,0.01,0.1,0.1,0.15,21,5428,41321,386.086,75061
200,1,200,0.01,0.1,0.1,0.15,24,5121,39871,364.485,71019.2
200,1,200,0.01,0.1,0.1,0.15,22,4926,39284,356.038,69437.7
200,1,200,0.01,0.1,0.1,0.15,23,2596,21955,204.515,41072
201,1,200,0.01,0.1,0.2,0.05,25,2188,19265,167.556,34151.6
201,1,200,0.01,0.1,0.2,0.05,25,1792,18218,160.178,32771.9
201,1,200,0.01,0.1,0.2,0.05,23,1291,13350,116.737,23625.4
201,1,200,0.01,0.1,0.2,0.05,23,1682,17275,152.215,31093.7
202,1,200,0.01,0.1,0.2,0.1,22,9600,80105,719.308,137372
202,1,200,0.01,0.1,0.2,0.1,24,3346,25587,225.732,45043.3
202,1,200,0.01,0.1,0.2,0.1,24,1503,14613,130.698,26562.6
202,1,200,0.01,0.1,0.2,0.1,23,4721,37551,341.365,66689.1
203,1,200,0.01,0.1,0.2,0.15,25,4125,31540,304.423,59773
203,1,200,0.01,0.1,0.2,0.15,22,3019,23789,224.396,44791.3
203,1,200,0.01,0.1,0.2,0.15,22,3578,26727,255.112,50541.3
203,1,200,0.01,0.1,0.2,0.15,24,10592,77772,769.88,146822
204,1,200,0.01,0.1,0.3,0.05,22,3080,27691,235.063,46790.7
204,1,200,0.01,0.1,0.3,0.05,22,6121,59407,504.156,97165.1
204,1,200,0.01,0.1,0.3,0.05,25,1457,16235,143.435,29244.8
204,1,200,0.01,0.1,0.3,0.05,24,1318,13847,123.468,25041.8
205,1,200,0.01,0.1,0.3,0.1,25,2784,22519,199.073,40051.9
205,1,200,0.01,0.1,0.3,0.1,25,2278,20903,185.017,37421.9
205,1,200,0.01,0.1,0.3,0.1,24,3741,32398,281.804,55540.1
205,1,200,0.01,0.1,0.3,0.1,23,2546,22037,206.301,41406.2
206,1,200,0.01,0.1,0.3,0.15,23,4155,34075,316.993,62126.4
206,1,200,0.01,0.1,0.3,0.15,23,2417,19734,188.106,37998.7
206,1,200,0.01,0.1,0.3,0.15,21,11660,82185,762.238,145394
206,1,200,0.01,0.1,0.3,0.15,21,13419,100687,965.296,183337
207,1,200,0.01,0.15,0.1,0.05,24,3155,27403,239.353,47593.5
207,1,200,0.01,0.15,0.1,0.05,23,3325,25461,222.694,44472.5
207,1,200,0.01,0.15,0.1,0.05,22,3761,37800,325.991,63810.1
207,0,200,0.01,0.15,0.1,0.05,1,15661,121863,1077.76,204354
208,1,200,0.01,0.15,0.1,0.1,25,1900,19767,177.789,36067.7
208,1,200,0.01,0.15,0.1,0.1,23,2402,21282,195.05,39300.6
208,1,200,0.01,0.15,0.1,0.1,25,2004,18093,164.435,33567.2
208,1,200,0.01,0.15,0.1,0.1,25,1903,17666,158.893,32499.1
209,1,200,0.01,0.15,0.1,0.15,24,2957,23520,217.285,43461.9
209,0,200,0.01,0.15,0.1,0.15,1,19859,127536,1207.35,228569
209,1,200,0.01,0.15,0.1,0.15,21,7378,52357,507.128,97721.7
209,1,200,0.01,0.15,0.1,0.15,23,7200,55707,509.014,98075.4
210,1,200,0.01,0.15,0.2,0.05,25,1614,17134,145.254,29627.1
210,1,200,0.01,0.15,0.2,0.05,24,6362,44162,391.144,76007.1
210,1,200,0.01,0.15,0.2,0.05,25,1505,15378,132.568,26955.4
210,1,200,0.01,0.15,0.2,0.05,24,2078,21216,183.014,37044.4
211,1,200,0.01,0.15,0.2,0.1,21,1880,20221,187.889,37957.3
211,1,200,0.01,0.15,0.2,0.1,23,6840,55491,491.169,94732.4
211,1,200,0.01,0.15,0.2,0.1,24,3531,29145,258.717,51216.4
211,1,200,0.01,0.15,0.2,0.1,24,3316,26571,244.712,48595
212,1,200,0.01,0.15,0.2,0.15,23,3452,27638,251.606,49887.9
212,1,200,0.01,0.15,0.2,0.15,23,3483,28687,264.944,52382.4
212,1,200,0.01,0.15,0.2,0.15,22,8091,59593,545.5,104893
212,1,200,0.01,0.15,0.2,0.15,22,5816,41057,379.726,73871.6
213,1,200,0.01,0.15,0.3,0.05,24,1862,18183,161.146,32950.8
213,1,200,0.01,0.15,0.3,0.05,24,2792,21812,191.795,38688.5
213,1,200,0.01,0.15,0.3,0.05,26,1324,14047,122.933,24927.2
213,1,200,0.01,0.15,0.3,0.05,23,1835,17707,158.893,32502
214,1,200,0.01,0.15,0.3,0.1,23,3963,29507,275.828,54421.5
214,1,200,0.01,0.15,0.3,0.1,24,2545,22122,204.264,41024.3
214,1,200,0.01,0.15,0.3,0.1,23,1823,16003,147.458,30091.9
214,1,200,0.01,0.15,0.3,0.1,24,3454,30867,266.129,52606.4
215,1,200,0.01,0.15,0.3,0.15,22,3010,23526,217.619,43524.2
215,1,200,0.01,0.15,0.3,0.15,21,9596,67622,644.738,123435
215,1,200,0.01,0.15,0.3,0.15,23,2370,19766,184.567,37337.9
215,1,200,0.01,0.15,0.3,0.15,23,4164,32329,293.94,57812.2
216,1,225,0.01,0.05,0.1,0.05,25,2874,28533,222.927,49732.6
216,1,225,0.01,0.05,0.1,0.05,24,3343,29038,222.41,49625
216,1,225,0.01,0.05,0.1,0.05,23,3502,32377,249.419,55312.3
216,1,225,0.01,0.05,0.1,0.05,22,7719,66273,495.776,107196
217,1,225,0.01,0.05,0.1,0.1,22,7181,58443,457.299,99092.8
217,1,225,0.01,0.05,0.1,0.1,23,5234,43951,346.273,75710
217,1,225,0.01,0.05,0.1,0.1,25,2193,21399,167.222,38002.1
217,1,225,0.01,0.05,0.1,0.1,24,2273,21676,173.065,39233.3
218,1,225,0.01,0.05,0.1,0.15,22,6726,51709,429.388,93213.1
218,1,225,0.01,0.05,0.1,0.15,21,6810,54070,515.062,111257
218,1,225,0.01,0.05,0.1,0.15,24,13234,94996,775.416,165989
218,1,225,0.01,0.05,0.1,0.15,21,6290,46015,387.388,84368.5
219,1,225,0.01,0.05,0.2,0.05,24,5435,34063,252.491,55960
219,1,225,0.01,0.05,0.2,0.05,25,3015,30117,221.525,49436.7
219,1,225,0.01,0.05,0.2,0.05,24,2884,29193,218.02,48697.5
219,1,225,0.01,0.05,0.2,0.05,23,3095,31267,238.152,52938.5
220,1,225,0.01,0.05,0.2,0.1,23,2983,26573,206.385,46249.3
220,1,225,0.01,0.05,0.2,0.1,22,3154,29059,237.868,52878.1
220,0,225,0.01,0.05,0.2,0.1,1,15395,110249,1058.3,225456
220,1,225,0.01,0.05,0.2,0.1,24,9030,63537,473.157,102433
221,1,225,0.01,0.05,0.2,0.15,22,11307,86958,735.781,157656
221,1,225,0.01,0.05,0.2,0.15,22,3089,25413,209.089,46816.8
221,1,225,0.01,0.05,0.2,0.15,23,5011,36373,295.125,64938.8
221,1,225,0.01,0.05,0.2,0.15,24,4797,33059,273.057,60291.7
222,0,225,0.01,0.05,0.3,0.05,1,12139,113084,1008.24,214934
222,1,225,0.01,0.05,0.3,0.05,24,2823,25856,204.799,45916.1
222,1,225,0.01,0.05,0.3,0.05,24,3501,34214,255.178,56523.4
222,1,225,0.01,0.05,0.3,0.05,27,1388,14399,110.341,25180.8
223,1,225,0.01,0.05,0.3,0.1,25,2010,18806,147.324,33809.9
223,1,225,0.01,0.05,0.3,0.1,22,8239,66622,525.699,113493
223,1,225,0.01,0.05,0.3,0.1,23,3498,29577,237.551,52813.5
223,1,225,0.01,0.05,0.3,0.1,26,2523,23736,184.099,41555.3
224,1,225,0.01,0.05,0.3,0.15,22,6817,49515,405.817,88249.4
224,1,225,0.01,0.05,0.3,0.15,24,3291,28253,225.665,50308.8
224,1,225,0.01,0.05,0.3,0.15,21,7100,52450,438.419,95117.3
224,1,225,0.01,0.05,0.3,0.15,23,3585,26184,214.998,48061.9
225,1,225,0.01,0.1,0.1,0.05,22,3098,27007,209.69,46944.7
225,1,225,0.01,0.1,0.1,0.05,24,2052,20032,158.325,36126.7
225,1,225,0.01,0.1,0.1,0.05,27,2274,23850,177.806,40231
225,1,225,0.01,0.1,0.1,0.05,23,3002,30519,241.69,53682.8
226,1,225,0.01,0.1,0.1,0.1,22,3614,28505,232.125,51668.7
226,1,225,0.01,0.1,0.1,0.1,23,2982,25380,196.786,44225.9
226,1,225,0.01,0.1,0.1,0.1,23,2030,17418,144.186,33149.6
226,1,225,0.01,0.1,0.1,0.1,24,4861,38572,296.945,65322.4
227,1,225,0.01,0.1,0.1,0.15,21,10459,74955,669.672,143757
227,1,225,0.01,0.1,0.1,0.15,22,7760,56917,469.885,101742
227,1,225,0.01,0.1,0.1,0.15,21,7706,57625,477.714,103391
227,1,225,0.01,0.1,0.1,0.15,22,7019,51615,432.977,93971.1
228,1,225,0.01,0.1,0.2,0.05,25,1375,15385,115.969,26514.7
228,1,225,0.01,0.1,0.2,0.05,23,2062,20788,162.565,37021.8
228,1,225,0.01,0.1,0.2,0.05,23,12173,100732,824.65,176336
228,1,225,0.01,0.1,0.2,0.05,25,2196,22159,173.082,39233.8
229,1,225,0.01,0.1,0.2,0.1,21,6609,50399,415.666,90323
229,1,225,0.01,0.1,0.2,0.1,22,5312,39286,311.317,68348
229,1,225,0.01,0.1,0.2,0.1,23,5119,41768,325.607,71358.4
229,1,225,0.01,0.1,0.2,0.1,23,2236,21588,171.079,38813.1
230,1,225,0.01,0.1,0.2,0.15,22,8081,56073,554.731,119596
230,1,225,0.01,0.1,0.2,0.15,21,5078,38733,319.23,70015.2
230,1,225,0.01,0.1,0.2,0.15,23,4919,36203,307.612,67568.9
230,1,225,0.01,0.1,0.2,0.15,24,3117,23551,194.866,43822.8
231,1,225,0.01,0.1,0.3,0.05,25,2061,21699,166.288,37804.8
231,1,225,0.01,0.1,0.3,0.05,27,1992,21394,156.455,35734.9
231,1,225,0.01,0.1,0.3,0.05,24,2636,25422,197.237,44323.4
231,1,225,0.01,0.1,0.3,0.05,24,3860,34917,270.837,59823.4
232,1,225,0.01,0.1,0.3,0.1,24,2842,19904,155.437,35520
232,1,225,0.01,0.1,0.3,0.1,21,11603,88695,706.883,151582
232,1,225,0.01,0.1,0.3,0.1,24,2853,23529,187.838,42344
232,1,225,0.01,0.1,0.3,0.1,25,2189,20019,156.806,35808.7
233,1,225,0.01,0.1,0.3,0.15,24,3162,25021,210.391,47090.9
233,1,225,0.01,0.1,0.3,0.15,22,3018,25029,207.503,46483.6
233,1,225,0.01,0.1,0.3,0.15,22,15303,108714,925.996,197644
233,1,225,0.01,0.1,0.3,0.15,24,2696,24044,198.489,44585.1
234,1,225,0.01,0.15,0.1,0.05,24,3767,31485,243.126,53988
234,1,225,0.01,0.15,0.1,0.05,25,1962,18912,147.641,33876.6
234,1,225,0.01,0.15,0.1,0.05,23,1317,15222,121.313,27780.4
234,1,225,0.01,0.15,0.1,0.05,25,1556,17738,133.102,30570.6
235,1,225,0.01,0.15,0.1,0.1,23,3267,30289,235.731,52428.7
235,1,225,0.01,0.15,0.1,0.1,24,5304,45055,350.446,76589.5
235,1,225,0.01,0.15,0.1,0.1,24,2622,20971,167.757,38114.7
235,1,225,0.01,0.15,0.1,0.1,24,2041,19746,154.018,35221.8
236,1,225,0.01,0.15,0.1,0.15,24,5928,45075,364.101,79463.8
236,1,225,0.01,0.15,0.1,0.15,22,4129,32637,266.229,58851.3
236,1,225,0.01,0.15,0.1,0.15,22,12195,92727,773.844,165658
236,1,225,0.01,0.15,0.1,0.15,22,3868,29329,251.84,55822.8
237,1,225,0.01,0.15,0.2,0.05,24,3223,21581,169.276,38434.7
237,1,225,0.01,0.15,0.2,0.05,24,3738,40522,305.341,67090.6
237,1,225,0.01,0.15,0.2,0.05,26,4627,37959,307.845,67617.5
237,1,225,0.01,0.15,0.2,0.05,23,15102,110474,807.408,172712
238,1,225,0.01,0.15,0.2,0.1,24,2602,27298,229.371,51089.1
238,1,225,0.01,0.15,0.2,0.1,22,4768,40371,320.582,70299.4
238,1,225,0.01,0.15,0.2,0.1,25,3251,27823,211.359,47296.2
238,1,225,0.01,0.15,0.2,0.1,23,4262,38447,307.528,67550.9
239,1,225,0.01,0.15,0.2,0.15,23,7510,55130,448.218,97180.9
239,1,225,0.01,0.15,0.2,0.15,22,3084,24097,201.894,45302.6
239,1,225,0.01,0.15,0.2,0.15,24,2843,23046,194.482,43743.2
239,1,225,0.01,0.15,0.2,0.15,24,4029,31210,251.523,55756.1
240,1,225,0.01,0.15,0.3,0.05,23,2795,21994,170.711,38736
240,1,225,0.01,0.15,0.3,0.05,24,5699,46009,345.088,75459.6
240,1,225,0.01,0.15,0.3,0.05,23,6106,62672,514.661,111172
240,1,225,0.01,0.15,0.3,0.05,24,3657,32667,269.818,59608.1
241,1,225,0.01,0.15,0.3,0.1,24,9486,81681,626.994,134786
241,1,225,0.01,0.15,0.3,0.1,24,2415,20018,159.961,36470.5
241,1,225,0.01,0.15,0.3,0.1,24,3554,28104,219.405,48991.1
241,1,225,0.01,0.15,0.3,0.1,22,3315,28588,233.628,51986.9
242,1,225,0.01,0.15,0.3,0.15,24,2815,21945,184.066,41546.8
242,1,225,0.01,0.15,0.3,0.15,23,3082,24989,204.648,45883.5
242,1,225,0.01,0.15,0.3,0.15,22,5187,41012,347.057,75873.7
242,1,225,0.01,0.15,0.3,0.15,22,7378,52744,437.217,94863.9
243,1,250,0.01,0.05,0.1,0.05,22,3651,31297,219.772,54207.6
243,1,250,0.01,0.05,0.1,0.05,24,6361,61109,417.92,100578
243,1,250,0.01,0.05,0.1,0.05,24,2831,27864,189.808,47197.5
243,1,250,0.01,0.05,0.1,0.05,25,1461,16420,111.51,28390.7
244,1,250,0.01,0.05,0.1,0.1,21,7786,64332,448.284,107681
244,1,250,0.01,0.05,0.1,0.1,23,7263,57203,412.361,99276.2
244,1,250,0.01,0.05,0.1,0.1,23,3470,32675,224.747,55372.2
244,1,250,0.01,0.05,0.1,0.1,22,6924,56418,403.514,97204.1
245,1,250,0.01,0.05,0.1,0.15,23,5621,44848,330.615,80147.1
245,1,250,0.01,0.05,0.1,0.15,22,8797,66190,491.603,117818
245,1,250,0.01,0.05,0.1,0.15,24,4482,31924,237.283,58307.5
245,1,250,0.01,0.05,0.1,0.15,21,5807,44987,340.848,82541.2
246,1,250,0.01,0.05,0.2,0.05,25,2280,26538,180.076,44920.4
246,1,250,0.01,0.05,0.2,0.05,23,2846,29061,197.47,48990.2
246,1,250,0.01,0.05,0.2,0.05,22,5898,52534,357.691,86482.5
246,1,250,0.01,0.05,0.2,0.05,25,9062,72211,447.116,107408
247,1,250,0.01,0.05,0.2,0.1,22,9604,75268,528.659,126481
247,1,250,0.01,0.05,0.2,0.1,23,2161,21214,155.37,39140.3
247,1,250,0.01,0.05,0.2,0.1,23,2848,24516,173.265,43325
247,1,250,0.01,0.05,0.2,0.1,25,8239,66832,459.118,110218
248,1,250,0.01,0.05,0.2,0.15,22,5180,43315,325.707,78996.8
248,0,250,0.01,0.05,0.2,0.15,1,17196,118711,971.367,229891
248,1,250,0.01,0.05,0.2,0.15,24,5386,41843,308.012,74857.4
248,1,250,0.01,0.05,0.2,0.15,22,4533,32599,251.239,61574.6
249,1,250,0.01,0.05,0.3,0.05,24,3036,26086,175.085,43753.3
249,1,250,0.01,0.05,0.3,0.05,24,2220,21757,148.426,37515.5
249,1,250,0.01,0.05,0.3,0.05,24,1280,15088,106.233,27001.5
249,1,250,0.01,0.05,0.3,0.05,23,2191,21324,150.73,38054.6
250,1,250,0.01,0.05,0.3,0.1,25,3668,24768,179.842,44864.5
250,1,250,0.01,0.05,0.3,0.1,24,2044,19574,140.697,35706.9
250,1,250,0.01,0.05,0.3,0.1,24,1745,16940,121.697,31070.9
250,1,250,0.01,0.05,0.3,0.1,24,3626,33553,232.175,57110.7
251,1,250,0.01,0.05,0.3,0.15,22,3006,23378,176.687,44127.1
251,1,250,0.01,0.05,0.3,0.15,21,14480,99067,750.448,178290
251,1,250,0.01,0.05,0.3,0.15,21,3845,30066,223.645,55117.7
251,1,250,0.01,0.05,0.3,0.15,24,3604,27277,217.102,53585.4
252,1,250,0.01,0.1,0.1,0.05,24,2771,35996,253.609,62126
252,1,250,0.01,0.1,0.1,0.05,22,1543,17262,122.432,31265.2
252,1,250,0.01,0.1,0.1,0.05,23,1750,17959,129.546,33094.6
252,1,250,0.01,0.1,0.1,0.05,23,3219,31645,215.866,53295.9
253,1,250,0.01,0.1,0.1,0.1,22,8001,66480,477.063,114419
253,1,250,0.01,0.1,0.1,0.1,23,2492,22827,170.044,42571.5
253,1,250,0.01,0.1,0.1,0.1,23,4023,31167,227.251,55959.8
253,1,250,0.01,0.1,0.1,0.1,22,2282,20052,147.975,37409.3
254,1,250,0.01,0.1,0.1,0.15,23,4925,34700,258.934,63373.7
254,1,250,0.01,0.1,0.1,0.15,24,4561,35198,259.719,63555.4
254,0,250,0.01,0.1,0.1,0.15,1,16621,117286,918.788,217610
254,1,250,0.01,0.1,0.1,0.15,22,6645,50834,368.942,89114.1
255,1,250,0.01,0.1,0.2,0.05,24,3265,37460,270.252,66022.4
255,1,250,0.01,0.1,0.2,0.05,23,7852,65100,441.908,106190
255,1,250,0.01,0.1,0.2,0.05,23,5705,29620,198.288,49181.6
255,1,250,0.01,0.1,0.2,0.05,24,3312,31922,218.337,53872
256,1,250,0.01,0.1,0.2,0.1,23,2041,19456,142.216,36060.2
256,1,250,0.01,0.1,0.2,0.1,22,11420,88995,685.543,163128
256,1,250,0.01,0.1,0.2,0.1,22,5180,41469,292.187,71155.7
256,1,250,0.01,0.1,0.2,0.1,27,2226,21550,149.177,37688.1
257,1,250,0.01,0.1,0.2,0.15,22,3584,27805,214.13,52890.5
257,1,250,0.01,0.1,0.2,0.15,22,3010,23446,179.609,44811.4
257,0,250,0.01,0.1,0.2,0.15,1,16359,120310,958.339,226848
257,1,250,0.01,0.1,0.2,0.15,21,7978,61431,453.159,108825
258,1,250,0.01,0.1,0.3,0.05,25,1727,19288,130.998,33434.4
258,1,250,0.01,0.1,0.3,0.05,24,1539,17711,122.85,31374
258,1,250,0.01,0.1,0.3,0.05,23,3205,33423,233.26,57364.4
258,1,250,0.01,0.1,0.3,0.05,24,3935,41700,279.434,68171.9
259,1,250,0.01,0.1,0.3,0.1,22,6468,46893,333.252,80764.1
259,1,250,0.01,0.1,0.3,0.1,24,5659,50521,375.953,90758.1
259,1,250,0.01,0.1,0.3,0.1,26,2329,21351,151.815,38306.4
259,1,250,0.01,0.1,0.3,0.1,26,1959,18027,132.785,33852.5
260,1,250,0.01,0.1,0.3,0.15,21,10389,77435,583.094,139197
260,1,250,0.01,0.1,0.3,0.15,25,3854,33342,241.006,59177.1
260,1,250,0.01,0.1,0.3,0.15,23,3676,26177,197.27,48942.2
260,1,250,0.01,0.1,0.3,0.15,21,6102,47421,352.9,85360
261,1,250,0.01,0.15,0.1,0.05,22,7924,77150,531.719,127198
261,1,250,0.01,0.15,0.1,0.05,25,1485,16907,116.47,29696.6
261,1,250,0.01,0.15,0.1,0.05,26,2169,21505,147.458,37287.2
261,1,250,0.01,0.15,0.1,0.05,24,3494,32044,214.698,53024
262,1,250,0.01,0.15,0.1,0.1,25,3156,29143,205.683,50912.8
262,1,250,0.01,0.15,0.1,0.1,23,2360,22692,160.178,40264
262,1,250,0.01,0.15,0.1,0.1,24,5403,39895,286.562,69838.2
262,1,250,0.01,0.15,0.1,0.1,26,1763,17051,121.514,31025.4
263,1,250,0.01,0.15,0.1,0.15,23,3813,30031,219.171,54070.7
263,1,250,0.01,0.15,0.1,0.15,22,5292,39984,308.914,75068.5
263,1,250,0.01,0.15,0.1,0.15,22,6196,39109,301.635,73366.6
263,1,250,0.01,0.15,0.1,0.15,21,3334,26317,203.497,50402.5
264,1,250,0.01,0.15,0.2,0.05,27,5016,47316,306.744,74559.6
264,1,250,0.01,0.15,0.2,0.05,24,1517,16187,112.562,28669.6
264,1,250,0.01,0.15,0.2,0.05,22,3724,33366,237.4,58335.8
264,1,250,0.01,0.15,0.2,0.05,24,1337,18205,134.738,34309.8
265,1,250,0.01,0.15,0.2,0.1,24,2498,22482,162.415,40788.2
265,1,250,0.01,0.15,0.2,0.1,24,2177,19883,141.482,35889.8
265,1,250,0.01,0.15,0.2,0.1,26,2357,23486,161.447,40561.8
265,1,250,0.01,0.15,0.2,0.1,23,4283,40601,287.914,70154.8
266,1,250,0.01,0.15,0.2,0.15,21,12430,92623,702.986,167200
266,1,250,0.01,0.15,0.2,0.15,23,2897,23662,179.993,44902
266,1,250,0.01,0.15,0.2,0.15,23,3718,29884,219.055,54041.2
266,1,250,0.01,0.15,0.2,0.15,22,5447,40405,299.332,72827.3
267,1,250,0.01,0.15,0.3,0.05,24,2369,18753,137.342,34921.3
267,1,250,0.01,0.15,0.3,0.05,23,3568,34832,245.997,60346.6
267,1,250,0.01,0.15,0.3,0.05,26,3200,30169,201.744,49992.4
267,1,250,0.01,0.15,0.3,0.05,23,4664,40504,277.213,67652
268,1,250,0.01,0.15,0.3,0.1,24,2808,24699,179.025,44675.1
268,1,250,0.01,0.15,0.3,0.1,24,1713,16827,122.416,31263
268,1,250,0.01,0.15,0.3,0.1,22,3162,27745,199.924,49566.9
268,1,250,0.01,0.15,0.3,0.1,23,2307,19666,140.764,35721.3
269,1,250,0.01,0.15,0.3,0.15,22,4294,32741,246.732,60519.6
269,1,250,0.01,0.15,0.3,0.15,23,4532,34609,255.145,62485.4
269,1,250,0.01,0.15,0.3,0.15,22,7830,58925,434.713,104507
