id,completed,agents,randomJumpChance,learningRate,discountFactor,epsilon,moves,falls,jumps,time,totalTime
89,1,100,0.01,0.05,0.3,0.15,21,8972,54883,1085.3,104280
89,1,100,0.01,0.05,0.3,0.15,22,6316,38817,745.916,72570.3
89,1,100,0.01,0.05,0.3,0.15,21,17359,111409,2242.52,212533
89,0,100,0.01,0.05,0.3,0.15,1,17809,128351,2668.25,252602
90,1,100,0.01,0.1,0.1,0.05,24,1501,14471,246.565,25007.5
90,1,100,0.01,0.1,0.1,0.05,24,4596,47311,804.264,78022.1
90,1,100,0.01,0.1,0.1,0.05,24,1563,15684,281.203,28655.3
90,1,100,0.01,0.1,0.1,0.05,25,1065,11225,198.489,19945.6
91,1,100,0.01,0.1,0.1,0.1,23,2078,16782,299.415,30573
91,0,100,0.01,0.1,0.1,0.1,1,18005,125130,2542.25,240743
91,1,100,0.01,0.1,0.1,0.1,24,4690,35475,620.99,60898.2
91,1,100,0.01,0.1,0.1,0.1,24,4071,39397,673.887,65841.1
92,1,100,0.01,0.1,0.1,0.15,22,20421,130304,2696.01,255214
92,1,100,0.01,0.1,0.1,0.15,21,7982,60081,1952.89,185339
92,0,100,0.01,0.1,0.1,0.15,1,17225,118539,2369.09,224446
92,1,100,0.01,0.1,0.1,0.15,25,2830,21400,399.891,40222.4
93,1,100,0.01,0.1,0.2,0.05,26,3360,24901,437.501,43741.9
93,1,100,0.01,0.1,0.2,0.05,23,5003,37637,657.013,64263.2
93,1,100,0.01,0.1,0.2,0.05,26,1430,14530,251.907,25571.2
93,1,100,0.01,0.1,0.2,0.05,24,2142,21487,369.526,37379.2
94,1,100,0.01,0.1,0.2,0.1,26,1039,10039,186.286,18661.1
94,1,100,0.01,0.1,0.2,0.1,22,4195,39767,709.274,69146.5
94,1,100,0.01,0.1,0.2,0.1,23,2438,21254,363.984,36861.1
94,1,100,0.01,0.1,0.2,0.1,27,3289,19785,353.634,35891.6
95,0,100,0.01,0.1,0.2,0.15,1,16750,106704,2411.44,228432
95,1,100,0.01,0.1,0.2,0.15,21,12027,90006,1830.13,173868
95,1,100,0.01,0.1,0.2,0.15,23,11031,82833,1553.58,148032
95,1,100,0.01,0.1,0.2,0.15,22,10596,78370,1522.81,145157
96,1,100,0.01,0.1,0.3,0.05,23,2858,31990,526.468,52066.5
96,1,100,0.01,0.1,0.3,0.05,26,2703,25214,417.385,41859.8
96,1,100,0.01,0.1,0.3,0.05,24,6550,53905,1127.48,108219
96,1,100,0.01,0.1,0.3,0.05,24,781,8076,156.823,15603.1
97,1,100,0.01,0.1,0.3,0.1,21,11554,84010,1547.06,147421
97,1,100,0.01,0.1,0.3,0.1,22,4896,40048,711.298,69335.7
97,1,100,0.01,0.1,0.3,0.1,24,7556,59971,1011.69,97401.9
97,1,100,0.01,0.1,0.3,0.1,22,3335,25942,457.566,45619.6
98,1,100,0.01,0.1,0.3,0.15,22,4810,33906,629.185,61664.1
98,1,100,0.01,0.1,0.3,0.15,22,3474,28405,558.845,55091.8
98,0,100,0.01,0.1,0.3,0.15,1,10733,66094,2555.49,241990
98,0,100,0.01,0.1,0.3,0.15,1,11616,69765,2531.12,239696
99,1,100,0.01,0.15,0.1,0.05,22,8727,42359,710.461,69257.7
99,1,100,0.01,0.15,0.1,0.05,23,2305,20684,384.116,38745.9
99,1,100,0.01,0.15,0.1,0.05,26,895,10990,199.474,20048.3
99,1,100,0.01,0.15,0.1,0.05,25,1422,13069,234.412,23728.2
100,1,100,0.01,0.15,0.1,0.1,26,1551,13976,261.923,26625.5
100,1,100,0.01,0.15,0.1,0.1,23,3066,25654,442.759,44233.9
100,1,100,0.01,0.15,0.1,0.1,24,3204,23344,402.045,40423.3
100,1,100,0.01,0.15,0.1,0.1,21,12458,95613,1805.26,171545
101,1,100,0.01,0.15,0.1,0.15,21,16610,100160,2048.78,194298
101,1,100,0.01,0.15,0.1,0.15,21,10220,69429,1388.09,132568
101,1,100,0.01,0.15,0.1,0.15,22,3256,24679,463.241,46150.8
101,1,100,0.01,0.15,0.1,0.15,23,9710,68736,1508.95,143861
102,1,100,0.01,0.15,0.2,0.05,25,1508,13781,243.51,24686.5
102,1,100,0.01,0.15,0.2,0.05,26,3268,23591,382.263,38572.4
102,1,100,0.01,0.15,0.2,0.05,22,5748,48658,858.466,83086.3
102,1,100,0.01,0.15,0.2,0.05,24,2766,26718,442.926,44249.6
103,1,100,0.01,0.15,0.2,0.1,23,3608,30106,518.24,51298.6
103,1,100,0.01,0.15,0.2,0.1,25,1648,13435,229.705,23233
103,1,100,0.01,0.15,0.2,0.1,25,1925,14644,262.39,26674.7
103,1,100,0.01,0.15,0.2,0.1,23,2341,18332,325.34,33244.1
104,1,100,0.01,0.15,0.2,0.15,24,2343,17715,316.209,32341.6
104,1,100,0.01,0.15,0.2,0.15,21,12983,88912,1703.28,162017
104,1,100,0.01,0.15,0.2,0.15,23,7536,54823,1029.87,99100.5
104,1,100,0.01,0.15,0.2,0.15,22,4153,28103,532.806,52658.4
105,1,100,0.01,0.15,0.3,0.05,27,779,12571,233.745,23658.2
105,1,100,0.01,0.15,0.3,0.05,25,3603,35732,605.002,59405.1
105,1,100,0.01,0.15,0.3,0.05,25,1973,16704,268.032,27268.5
105,1,100,0.01,0.15,0.3,0.05,26,2505,17517,294.708,30076.8
106,1,100,0.01,0.15,0.3,0.1,22,4068,32366,633.416,62058.5
106,1,100,0.01,0.15,0.3,0.1,26,1230,11684,212.528,21423.9
106,1,100,0.01,0.15,0.3,0.1,23,2077,16790,298.531,30479.9
106,0,100,0.01,0.15,0.3,0.1,1,14563,115668,2223.86,210777
107,1,100,0.01,0.15,0.3,0.15,21,8133,56886,1315.24,125762
107,1,100,0.01,0.15,0.3,0.15,22,6677,48040,915.175,88383.6
107,0,100,0.01,0.15,0.3,0.15,1,15524,93340,2493.77,236180
107,1,100,0.01,0.15,0.3,0.15,23,5628,40058,799.816,77606.3
108,1,125,0.01,0.05,0.1,0.05,23,1990,21726,315.04,39650.4
108,1,125,0.01,0.05,0.1,0.05,26,2323,23722,322.836,40561.4
108,1,125,0.01,0.05,0.1,0.05,22,8893,73934,1025.94,122716
108,1,125,0.01,0.05,0.1,0.05,24,4210,40116,1569.35,186181
109,1,125,0.01,0.05,0.1,0.1,22,8745,72452,1064.68,127241
109,0,125,0.01,0.05,0.1,0.1,1,17745,116833,1983.35,234532
109,1,125,0.01,0.05,0.1,0.1,23,4758,38527,581.639,70827.7
109,1,125,0.01,0.05,0.1,0.1,22,3798,29268,423.095,52292.2
110,0,125,0.01,0.05,0.1,0.15,1,17638,115006,1977.41,233838
110,1,125,0.01,0.05,0.1,0.15,26,3186,22378,326.892,41037.7
110,1,125,0.01,0.05,0.1,0.15,24,2409,18391,268.833,34243.4
110,1,125,0.01,0.05,0.1,0.15,21,7047,47271,720.496,87045.3
111,1,125,0.01,0.05,0.2,0.05,25,6295,48571,612.963,74486.8
111,1,125,0.01,0.05,0.2,0.05,22,5292,45274,648.969,78690.2
111,1,125,0.01,0.05,0.2,0.05,22,7037,72848,978.508,117177
111,1,125,0.01,0.05,0.2,0.05,23,1252,12269,165.753,20859.5
112,1,125,0.01,0.05,0.2,0.1,24,3837,31063,445.981,54970.6
112,1,125,0.01,0.05,0.2,0.1,23,13752,77016,1134.22,135363
112,1,125,0.01,0.05,0.2,0.1,22,5931,45628,627.512,76185.1
112,1,125,0.01,0.05,0.2,0.1,23,4447,41331,659.538,79925.1
113,1,125,0.01,0.05,0.2,0.15,21,4166,29560,448.268,55238.3
113,1,125,0.01,0.05,0.2,0.15,26,1855,15632,229.221,29214.5
113,1,125,0.01,0.05,0.2,0.15,22,2084,16988,253.927,32465.4
113,0,125,0.01,0.05,0.2,0.15,1,18923,111563,2202.71,260284
114,1,125,0.01,0.05,0.3,0.05,24,7753,64110,854.703,102718
114,1,125,0.01,0.05,0.3,0.05,24,11409,100905,1537.68,182482
114,1,125,0.01,0.05,0.3,0.05,27,1559,17018,247.182,31579.3
114,1,125,0.01,0.05,0.3,0.05,26,1951,20360,275.678,35043.9
115,1,125,0.01,0.05,0.3,0.1,23,5176,36924,536.235,65524.1
115,1,125,0.01,0.05,0.3,0.1,24,2392,17601,248.685,31776.9
115,1,125,0.01,0.05,0.3,0.1,22,3233,28625,438.486,54093.2
115,1,125,0.01,0.05,0.3,0.1,21,4707,37269,546.102,66677.3
116,1,125,0.01,0.05,0.3,0.15,23,4231,31605,463.709,57044.8
116,1,125,0.01,0.05,0.3,0.15,23,4667,36342,536.97,65610.5
116,1,125,0.01,0.05,0.3,0.15,23,3018,20683,308.046,38830.9
116,1,125,0.01,0.05,0.3,0.15,22,4683,30266,472.556,58079.1
117,1,125,0.01,0.1,0.1,0.05,23,3495,23627,334.604,41939.5
117,1,125,0.01,0.1,0.1,0.05,28,990,10419,152.115,19066
117,1,125,0.01,0.1,0.1,0.05,23,6223,46147,638.449,77463.4
117,1,125,0.01,0.1,0.1,0.05,24,4136,23366,319.714,40196.1
118,1,125,0.01,0.1,0.1,0.1,21,4238,33738,474.242,58276.6
118,1,125,0.01,0.1,0.1,0.1,22,3622,28970,422.644,52239.5
118,1,125,0.01,0.1,0.1,0.1,24,4355,35890,500.284,61323.4
118,1,125,0.01,0.1,0.1,0.1,25,3614,31460,448.635,55280.7
119,0,125,0.01,0.1,0.1,0.15,1,27104,136027,2317.13,285345
119,1,125,0.01,0.1,0.1,0.15,22,5946,43025,637.647,77369.5
119,1,125,0.01,0.1,0.1,0.15,23,4084,30433,455.863,56126
119,1,125,0.01,0.1,0.1,0.15,22,6805,50683,794.464,95684.1
120,1,125,0.01,0.1,0.2,0.05,23,15163,125740,1603.9,190217
120,1,125,0.01,0.1,0.2,0.05,23,1715,16225,244.178,31183.8
120,1,125,0.01,0.1,0.2,0.05,28,2400,22613,305.441,38526.1
120,1,125,0.01,0.1,0.2,0.05,24,1517,14503,214.397,27263
121,1,125,0.01,0.1,0.2,0.1,25,1859,16615,230.556,29390.9
121,1,125,0.01,0.1,0.2,0.1,22,2736,24948,362.499,45202.4
121,1,125,0.01,0.1,0.2,0.1,25,1406,14162,205.567,26100.3
121,1,125,0.01,0.1,0.2,0.1,21,5730,49151,712.886,86155.8
122,1,125,0.01,0.1,0.2,0.15,21,5875,41317,620.02,75310.4
122,1,125,0.01,0.1,0.2,0.15,22,14113,100195,1492.22,177173
122,1,125,0.01,0.1,0.2,0.15,23,4462,29290,446.749,55061
122,1,125,0.01,0.1,0.2,0.15,22,2871,22236,339.512,42512.4
123,1,125,0.01,0.1,0.3,0.05,26,1517,15219,206.919,26278.2
123,1,125,0.01,0.1,0.3,0.05,23,3508,38878,542.238,66226.4
123,1,125,0.01,0.1,0.3,0.05,25,1081,10533,145.789,18232.7
123,1,125,0.01,0.1,0.3,0.05,23,4041,31929,452.708,55757
124,1,125,0.01,0.1,0.3,0.1,24,2580,23573,340.464,42624.8
124,1,125,0.01,0.1,0.3,0.1,21,7264,55243,778.527,93821.6
124,1,125,0.01,0.1,0.3,0.1,23,2463,18628,272.589,34683.3
124,1,125,0.01,0.1,0.3,0.1,25,3477,28323,407.637,50484.4
125,1,125,0.01,0.1,0.3,0.15,22,3302,25048,364.802,45472
125,1,125,0.01,0.1,0.3,0.15,24,2922,23121,338.127,42351.9
125,0,125,0.01,0.1,0.3,0.15,1,18938,126899,2075.39,245305
125,1,125,0.01,0.1,0.3,0.15,23,4336,29221,454.611,55980.6
126,1,125,0.01,0.15,0.1,0.05,24,1171,11545,166.438,20951.2
126,1,125,0.01,0.15,0.1,0.05,25,2047,18336,246.782,31525.9
126,1,125,0.01,0.15,0.1,0.05,24,1127,11328,157.273,19743.6
126,1,125,0.01,0.15,0.1,0.05,24,2928,27044,378.491,47073.6
127,1,125,0.01,0.15,0.1,0.1,23,2973,24368,353.551,44156
127,1,125,0.01,0.15,0.1,0.1,25,1431,11454,168.174,21179.4
127,1,125,0.01,0.15,0.1,0.1,22,7159,56476,828.681,99679.1
127,1,125,0.01,0.15,0.1,0.1,23,5100,30974,469.301,57698.6
128,1,125,0.01,0.15,0.1,0.15,22,2925,20870,318.045,40002.5
128,1,125,0.01,0.15,0.1,0.15,23,5036,35531,540.232,65991.8
128,1,125,0.01,0.15,0.1,0.15,23,4334,33677,495.993,60822.6
128,1,125,0.01,0.15,0.1,0.15,23,8191,60300,913.704,109609
129,1,125,0.01,0.15,0.2,0.05,23,5214,39853,612.528,74434.6
129,1,125,0.01,0.15,0.2,0.05,26,2373,23745,343.468,42975.3
129,1,125,0.01,0.15,0.2,0.05,25,1456,16742,227.618,29002.9
129,1,125,0.01,0.15,0.2,0.05,22,12702,105426,1594.21,189083
130,1,125,0.01,0.15,0.2,0.1,24,3354,25070,355.588,44393.4
130,1,125,0.01,0.15,0.2,0.1,21,7829,52440,729.526,88099.2
130,1,125,0.01,0.15,0.2,0.1,23,3882,29239,411.293,50911.2
130,1,125,0.01,0.15,0.2,0.1,23,2771,21807,313.454,39465.3
131,1,125,0.01,0.15,0.2,0.15,24,7312,49394,740.597,89392.9
131,1,125,0.01,0.15,0.2,0.15,25,4798,30214,445.847,54954.4
131,0,125,0.01,0.15,0.2,0.15,1,19396,143078,2088.34,246829
131,1,125,0.01,0.15,0.2,0.15,21,9566,70759,1066.56,127460
132,1,125,0.01,0.15,0.3,0.05,25,1504,15297,211.609,26895.7
132,1,125,0.01,0.15,0.3,0.05,26,856,8878,127.426,15847.5
132,1,125,0.01,0.15,0.3,0.05,26,1341,12941,181.946,22991.4
132,1,125,0.01,0.15,0.3,0.05,23,5256,34135,470.787,57873
133,1,125,0.01,0.15,0.3,0.1,25,1475,15439,213.679,27167.9
133,1,125,0.01,0.15,0.3,0.1,26,3223,20694,286.328,36291.1
133,1,125,0.01,0.15,0.3,0.1,23,4400,33111,456.514,56203.4
133,1,125,0.01,0.15,0.3,0.1,23,4117,36005,528.458,64617.1
134,1,125,0.01,0.15,0.3,0.15,23,4364,33281,477.147,58617.6
134,1,125,0.01,0.15,0.3,0.15,22,11531,83872,1234.08,147025
134,1,125,0.01,0.15,0.3,0.15,21,5737,41140,597.778,72711.7
134,1,125,0.01,0.15,0.3,0.15,21,14916,92385,1405.29,167020
135,1,150,0.01,0.05,0.1,0.05,26,3452,26391,299.382,44822.4
135,1,150,0.01,0.05,0.1,0.05,24,1754,15355,190.142,29075.4
135,1,150,0.01,0.05,0.1,0.05,24,1654,15762,188.74,28852
135,1,150,0.01,0.05,0.1,0.05,24,1400,16441,196.602,30094.1
136,1,150,0.01,0.05,0.1,0.1,23,4014,36215,415.599,61138.4
136,1,150,0.01,0.05,0.1,0.1,25,1401,13053,159.06,24164.2
136,1,150,0.01,0.05,0.1,0.1,24,4436,30151,345.538,51303.4
136,1,150,0.01,0.05,0.1,0.1,21,12192,98415,1169.54,166826
137,1,150,0.01,0.05,0.1,0.15,23,3852,30110,366.238,54209.1
137,1,150,0.01,0.05,0.1,0.15,21,6924,52871,690.644,99711.4
137,1,150,0.01,0.05,0.1,0.15,22,2904,24011,297.479,44555.9
137,1,150,0.01,0.05,0.1,0.15,22,10043,67718,798.528,114830
138,1,150,0.01,0.05,0.2,0.05,24,2851,29952,340.48,50592.6
138,1,150,0.01,0.05,0.2,0.05,23,3554,41383,460.654,67465.7
138,1,150,0.01,0.05,0.2,0.05,25,3982,38684,430.723,63263.2
138,1,150,0.01,0.05,0.2,0.05,26,1711,19214,214.564,32913.7
139,1,150,0.01,0.05,0.2,0.1,25,3024,24118,285.81,42917.3
139,1,150,0.01,0.05,0.2,0.1,25,2126,18029,211.342,32422.3
139,1,150,0.01,0.05,0.2,0.1,25,2943,23999,279.968,42095.2
139,1,150,0.01,0.05,0.2,0.1,23,3095,28033,335.923,49953.1
140,1,150,0.01,0.05,0.2,0.15,24,6445,47580,552.256,80316.6
140,0,150,0.01,0.05,0.2,0.15,1,17603,116022,1540.86,218865
140,1,150,0.01,0.05,0.2,0.15,21,6093,44249,538.074,78329
140,1,150,0.01,0.05,0.2,0.15,23,4056,33853,431.257,63338.2
141,0,150,0.01,0.05,0.3,0.05,1,15173,134644,1473.49,209425
141,1,150,0.01,0.05,0.3,0.05,26,2556,21545,250.555,37966.1
141,1,150,0.01,0.05,0.3,0.05,22,13240,105840,1202.12,171391
141,1,150,0.01,0.05,0.3,0.05,22,4920,42499,503.155,73431.5
142,1,150,0.01,0.05,0.3,0.1,23,7056,54026,629.352,91120.8
142,1,150,0.01,0.05,0.3,0.1,25,1536,15244,178.323,27208
142,1,150,0.01,0.05,0.3,0.1,25,2014,16715,199.908,30616.1
142,1,150,0.01,0.05,0.3,0.1,22,4274,35660,432.126,63459.2
143,1,150,0.01,0.05,0.3,0.15,21,5485,39209,526.368,76688.8
143,0,150,0.01,0.05,0.3,0.15,1,11870,93485,1601.53,227369
143,1,150,0.01,0.05,0.3,0.15,22,7358,55963,709.475,102349
143,1,150,0.01,0.05,0.3,0.15,24,7482,52798,679.991,98216.6
144,1,150,0.01,0.1,0.1,0.05,25,4685,40339,452.241,66284.4
144,1,150,0.01,0.1,0.1,0.05,23,3135,28025,320.515,47789.7
144,1,150,0.01,0.1,0.1,0.05,24,5104,33919,401.026,59093.1
144,1,150,0.01,0.1,0.1,0.05,23,1090,12694,146.657,22205.5
145,1,150,0.01,0.1,0.1,0.1,24,2450,22914,263.291,39755.4
145,1,150,0.01,0.1,0.1,0.1,22,5984,43268,501.168,73153.9
145,1,150,0.01,0.1,0.1,0.1,22,2155,19069,240.489,36552.9
145,1,150,0.01,0.1,0.1,0.1,23,5126,41622,483.724,70704.1
146,1,150,0.01,0.1,0.1,0.15,23,5425,38694,496.027,72431.5
146,1,150,0.01,0.1,0.1,0.15,22,8350,59302,750.314,108073
146,1,150,0.01,0.1,0.1,0.15,21,5592,39914,504.958,73684.8
146,1,150,0.01,0.1,0.1,0.15,22,7202,53115,680.927,98349.8
147,1,150,0.01,0.1,0.2,0.05,23,1892,14256,176.47,26914.2
147,1,150,0.01,0.1,0.2,0.05,26,1448,14016,161.296,24517.8
147,1,150,0.01,0.1,0.2,0.05,25,3619,37762,427.134,62759.9
147,1,150,0.01,0.1,0.2,0.05,24,3321,31804,357.841,53030.2
148,1,150,0.01,0.1,0.2,0.1,24,1168,10769,132.901,20033.8
148,1,150,0.01,0.1,0.2,0.1,24,4039,31452,377.205,55748
148,1,150,0.01,0.1,0.2,0.1,21,3239,25911,311.05,46461.4
148,1,150,0.01,0.1,0.2,0.1,24,4560,38257,446.131,65426
149,1,150,0.01,0.1,0.2,0.15,22,10927,74370,962.236,137774
149,1,150,0.01,0.1,0.2,0.15,23,3329,24035,294.691,44163.5
149,0,150,0.01,0.1,0.2,0.15,1,16896,115899,1602.65,227526
149,1,150,0.01,0.1,0.2,0.15,23,3129,24460,295.409,44264.9
150,1,150,0.01,0.1,0.3,0.05,24,4244,23094,263.091,39727.4
150,1,150,0.01,0.1,0.3,0.05,26,1171,13213,151.915,23035.3
150,1,150,0.01,0.1,0.3,0.05,24,1452,14702,172.214,26243.4
150,1,150,0.01,0.1,0.3,0.05,24,2882,23019,270.336,40744.4
151,1,150,0.01,0.1,0.3,0.1,26,5383,39035,421.792,62008.2
151,1,150,0.01,0.1,0.3,0.1,23,11842,77667,949.158,135941
151,1,150,0.01,0.1,0.3,0.1,22,7059,51588,923.805,132388
151,1,150,0.01,0.1,0.3,0.1,23,3445,26749,323.854,48257.6
152,1,150,0.01,0.1,0.3,0.15,22,4114,29896,385.218,56874.4
152,1,150,0.01,0.1,0.3,0.15,22,3812,30958,373.599,55241.8
152,0,150,0.01,0.1,0.3,0.15,1,17255,118977,1571.85,223208
152,1,150,0.01,0.1,0.3,0.15,24,2269,16680,215.449,33037.6
153,1,150,0.01,0.15,0.1,0.05,25,1621,18257,202.612,31043.1
153,1,150,0.01,0.15,0.1,0.05,23,5251,36040,533.341,77665.5
153,1,150,0.01,0.15,0.1,0.05,25,1438,14801,172.047,26216.4
153,1,150,0.01,0.15,0.1,0.05,25,2272,18741,221.041,33824
154,1,150,0.01,0.15,0.1,0.1,23,2609,21172,241.857,36745.5
154,1,150,0.01,0.15,0.1,0.1,25,1564,14822,177.873,27135.2
154,1,150,0.01,0.15,0.1,0.1,22,3187,30863,384.734,56804.8
154,1,150,0.01,0.15,0.1,0.1,24,2028,18396,217.001,33254.6
155,1,150,0.01,0.15,0.1,0.15,23,3429,26979,330.648,49212.5
155,1,150,0.01,0.15,0.1,0.15,22,2224,16733,214.731,32935.8
155,1,150,0.01,0.15,0.1,0.15,22,7426,55710,681.245,98393.1
155,1,150,0.01,0.15,0.1,0.15,24,3101,24141,294.157,44089.6
156,1,150,0.01,0.15,0.2,0.05,24,2429,19928,236.015,35926
156,1,150,0.01,0.15,0.2,0.05,24,1434,12866,151.314,22941.9
156,1,150,0.01,0.15,0.2,0.05,25,2438,22485,250.688,37986
156,1,150,0.01,0.15,0.2,0.05,23,981,10733,125.422,18852.5
157,1,150,0.01,0.15,0.2,0.1,24,1607,13715,163.8,24914.6
157,1,150,0.01,0.15,0.2,0.1,24,1755,16583,196.753,30118.2
157,1,150,0.01,0.15,0.2,0.1,21,11519,91513,1112.88,158885
157,1,150,0.01,0.15,0.2,0.1,23,5263,44348,534.261,77793.1
158,1,150,0.01,0.15,0.2,0.15,23,8263,62696,759.947,109423
158,1,150,0.01,0.15,0.2,0.15,23,1772,14964,187.905,28719.5
158,1,150,0.01,0.15,0.2,0.15,23,4498,33449,412.261,60669.7
158,1,150,0.01,0.15,0.2,0.15,23,10384,69814,900.893,129177
159,1,150,0.01,0.15,0.3,0.05,23,1341,13069,154.936,23512.6
159,1,150,0.01,0.15,0.3,0.05,25,1570,14860,175.736,26798.8
159,1,150,0.01,0.15,0.3,0.05,24,6140,43331,509.214,74283.4
159,1,150,0.01,0.15,0.3,0.05,25,1408,14950,173.015,26368.3
160,1,150,0.01,0.15,0.3,0.1,22,4771,41328,499.415,72906.4
160,1,150,0.01,0.15,0.3,0.1,23,5048,45495,544.58,79240.7
160,1,150,0.01,0.15,0.3,0.1,25,3332,27893,320.015,47719.7
160,1,150,0.01,0.15,0.3,0.1,25,1928,16435,194.199,29714.6
161,1,150,0.01,0.15,0.3,0.15,22,2752,20639,262.039,39578.1
161,1,150,0.01,0.15,0.3,0.15,22,6468,37677,510.834,74510.7
161,1,150,0.01,0.15,0.3,0.15,24,4728,32843,415.149,61076.2
161,1,150,0.01,0.15,0.3,0.15,22,15061,111288,1379.86,196302
162,1,175,0.01,0.05,0.1,0.05,24,1867,20069,215.816,38139
162,1,175,0.01,0.05,0.1,0.05,23,4037,34306,335.673,57772
162,1,175,0.01,0.05,0.1,0.05,24,3068,28837,276.562,48089
162,1,175,0.01,0.05,0.1,0.05,23,11342,95625,924.357,154077
163,1,175,0.01,0.05,0.1,0.1,22,6521,50441,532.104,89941.6
163,1,175,0.01,0.05,0.1,0.1,22,3045,25891,265.929,46346
163,1,175,0.01,0.05,0.1,0.1,22,10157,81797,817.275,136568
163,1,175,0.01,0.05,0.1,0.1,23,5165,34169,355.604,61035
164,1,175,0.01,0.05,0.1,0.15,23,6516,47879,502.938,85169
164,1,175,0.01,0.05,0.1,0.15,22,6923,51669,545.115,92069.1
164,1,175,0.01,0.05,0.1,0.15,22,7794,54072,592.961,99890.2
164,1,175,0.01,0.05,0.1,0.15,22,7603,55163,591.841,99708.8
165,1,175,0.01,0.05,0.2,0.05,24,1467,15309,153.751,27373.1
165,1,175,0.01,0.05,0.2,0.05,25,10043,65861,612.009,103006
165,1,175,0.01,0.05,0.2,0.05,23,2349,22298,224.947,39632.5
165,1,175,0.01,0.05,0.2,0.05,24,3575,35561,342.784,58936.6
166,1,175,0.01,0.05,0.2,0.1,22,8775,62714,628.633,105724
166,1,175,0.01,0.05,0.2,0.1,24,4062,31369,318.312,54926.8
166,1,175,0.01,0.05,0.2,0.1,23,3036,24452,257.198,44917.7
166,1,175,0.01,0.05,0.2,0.1,25,2713,22113,227.551,40060
167,1,175,0.01,0.05,0.2,0.15,24,2091,17189,184.149,32949.7
167,1,175,0.01,0.05,0.2,0.15,21,11967,83106,892.582,148881
167,1,175,0.01,0.05,0.2,0.15,23,3864,27906,304.507,52665.9
167,1,175,0.01,0.05,0.2,0.15,22,8520,64493,676.579,113562
168,1,175,0.01,0.05,0.3,0.05,25,2691,23969,232.259,40831.5
168,1,175,0.01,0.05,0.3,0.05,24,1848,15533,159.026,28344.4
168,0,175,0.01,0.05,0.3,0.05,1,19591,137186,1404.19,232531
168,1,175,0.01,0.05,0.3,0.05,26,1834,19019,188.656,33690.4
169,1,175,0.01,0.05,0.3,0.1,24,2739,24092,243.443,42663.3
169,1,175,0.01,0.05,0.3,0.1,22,3610,32245,333.302,57383.1
169,1,175,0.01,0.05,0.3,0.1,23,5248,40220,422.377,71974.4
169,1,175,0.01,0.05,0.3,0.1,23,8732,70924,725.362,121539
170,1,175,0.01,0.05,0.3,0.15,21,14342,112023,1245.8,206632
170,1,175,0.01,0.05,0.3,0.15,21,19302,128520,1404.99,232660
170,1,175,0.01,0.05,0.3,0.15,22,3691,28379,313.871,54200.1
170,1,175,0.01,0.05,0.3,0.15,23,10659,75312,1009.85,168055
171,1,175,0.01,0.1,0.1,0.05,24,1519,18808,188.707,33696
171,1,175,0.01,0.1,0.1,0.05,26,2142,20641,208.571,36949.9
171,1,175,0.01,0.1,0.1,0.05,25,2728,22491,218.804,38626.3
171,1,175,0.01,0.1,0.1,0.05,24,3606,26395,260.554,45465.7
172,1,175,0.01,0.1,0.1,0.1,23,4399,35823,365.453,62648.9
172,1,175,0.01,0.1,0.1,0.1,24,2241,21014,219.238,38699.1
172,1,175,0.01,0.1,0.1,0.1,25,1374,14134,142.417,25282.1
172,1,175,0.01,0.1,0.1,0.1,23,3181,24108,303.889,52563.6
173,1,175,0.01,0.1,0.1,0.15,23,3891,28239,303.939,52573.4
173,1,175,0.01,0.1,0.1,0.15,21,12998,93572,1021.69,169988
173,1,175,0.01,0.1,0.1,0.15,23,6015,43525,471.955,80093.3
173,1,175,0.01,0.1,0.1,0.15,22,2107,17154,187.905,33565.1
174,1,175,0.01,0.1,0.2,0.05,23,7709,60119,580.536,97859.6
174,1,175,0.01,0.1,0.2,0.05,23,4264,43555,436.032,74208.8
174,1,175,0.01,0.1,0.2,0.05,23,1802,18397,189.858,33886.8
174,1,175,0.01,0.1,0.2,0.05,24,1218,12791,153.417,27310.9
175,1,175,0.01,0.1,0.2,0.1,22,2524,20126,207.82,36828.4
175,1,175,0.01,0.1,0.2,0.1,23,2455,22410,230.64,40567
175,1,175,0.01,0.1,0.2,0.1,24,3448,29129,295.826,51243.5
175,1,175,0.01,0.1,0.2,0.1,22,4375,38718,399.975,68303.4
176,1,175,0.01,0.1,0.2,0.15,23,11063,64403,713.906,119666
176,1,175,0.01,0.1,0.2,0.15,22,7269,55049,577.124,97300.9
176,1,175,0.01,0.1,0.2,0.15,24,2945,18727,202.645,35981.8
176,1,175,0.01,0.1,0.2,0.15,23,3643,29053,308.313,53290.4
177,1,175,0.01,0.1,0.3,0.05,24,1566,15824,158.342,28219.1
177,1,175,0.01,0.1,0.3,0.05,25,4015,33327,328.111,56532
177,1,175,0.01,0.1,0.3,0.05,26,2936,24433,234.479,41194.8
177,1,175,0.01,0.1,0.3,0.05,23,3310,32531,324.822,55994.7
178,1,175,0.01,0.1,0.3,0.1,24,3650,27578,282.956,49134.8
178,1,175,0.01,0.1,0.3,0.1,25,4199,37259,365.086,62590
178,1,175,0.01,0.1,0.3,0.1,24,3808,24995,253.576,44323.7
178,1,175,0.01,0.1,0.3,0.1,24,2312,19379,197.32,35106.9
179,1,175,0.01,0.1,0.3,0.15,23,4721,34366,357.491,61343.2
