id,completed,bots,epsilon,moves,falls,jumps,time,totalTime
69,1,60,0.25,473,12087,28380,1059.97,62266.7
69,1,60,0.25,314,7365,18840,702.083,42203.6
69,1,60,0.25,300,7470,18000,707.451,42504.7
69,1,60,0.25,160,3350,9600,364.502,22076.4
69,0,60,0.25,1645,40292,98760,3772.9,215061
69,1,60,0.25,541,13079,32460,1242.52,72499.9
69,1,60,0.25,1121,26293,67260,2576.03,147472
69,0,60,0.25,1538,37648,92340,3695.42,210685
69,1,60,0.25,195,4661,11700,443.827,27088.3
69,1,60,0.25,695,17470,41700,1603.95,92761.3
69,0,60,0.25,1617,39949,97080,3718.91,212012
70,1,60,0.3,1262,28911,75720,2817.2,161091
70,1,60,0.3,766,18105,45960,1642.1,94899.7
70,1,60,0.3,106,2476,6360,231.992,13853
70,1,60,0.3,775,18112,46500,1702.22,98269.7
70,1,60,0.3,60,1565,3600,134.12,8013.46
70,0,60,0.3,1702,39517,102180,3792.54,216170
70,1,60,0.3,772,18131,46320,1719.05,99213
70,1,60,0.3,1196,27395,71760,2760.94,157914
70,1,60,0.3,354,8221,21240,770.834,46057.6
70,1,60,0.3,640,14969,38400,1470.45,85276.9
70,1,60,0.3,1275,30608,76500,2837.31,162226
70,0,60,0.3,1638,38736,98340,3740.25,213217
70,1,60,0.3,541,13085,32460,1275.05,74323.3
70,0,60,0.3,1688,39799,101340,3758.24,214233
70,1,60,0.3,563,13054,33780,1234.7,72061
70,0,60,0.3,1755,41620,105300,3845.37,219153
70,0,60,0.3,1628,39247,97740,3759.11,214282
70,1,60,0.3,774,18139,46440,1725.42,99570.3
70,1,60,0.3,999,24023,59940,2226.58,127738
70,1,60,0.3,439,10472,26340,1064.32,62510.4
70,0,60,0.3,1729,41012,103800,3838.94,218790
70,1,60,0.3,942,20449,56520,2053.15,117945
70,0,60,0.3,1709,39648,102600,3810.7,217195
70,0,60,0.3,1788,42954,107340,3878.85,221044
71,1,60,0.35,665,15567,39900,1476.15,85596.6
71,0,60,0.35,1795,41514,107760,3903.62,222442
71,1,60,0.35,275,6140,16500,568.294,34703.7
71,1,60,0.35,1054,25398,63240,2434.32,139469
71,1,60,0.35,1210,28694,72600,2707.71,154908
71,1,60,0.35,675,15978,40500,1475.4,85555.2
71,1,60,0.35,878,20374,52680,1959.9,112715
71,0,60,0.35,1786,40932,107220,3874.27,220785
71,1,60,0.35,519,12081,31140,1176.88,68820.8
71,0,60,0.35,1687,40312,101280,3826.08,218063
71,1,60,0.35,337,7458,20220,760.131,45457.5
71,1,60,0.35,1130,25318,67800,2492.37,142748
71,1,60,0.35,592,13971,35520,1352.85,78684.6
71,0,60,0.35,1805,42261,108360,3885.25,221405
71,0,60,0.35,1879,42487,112740,3958.84,225561
71,0,60,0.35,1727,40542,103680,3821.45,217802
71,1,60,0.35,257,5873,15420,578.395,35269.7
71,1,60,0.35,576,13207,34560,1238.46,72271.9
71,1,60,0.35,799,18913,47940,1755.52,101257
71,1,60,0.35,1071,25581,64260,2509.59,143720
71,0,60,0.35,1762,41232,105780,3768.77,214827
71,0,60,0.35,1741,40139,104520,3788.67,215951
71,0,60,0.35,1655,39436,99360,3712.54,211652
71,1,60,0.35,212,4901,12720,493.99,30257.4
72,1,60,0.4,1571,36484,94260,3432.11,195815
72,1,60,0.4,301,7047,18060,674.84,40676.7
72,1,60,0.4,373,8336,22380,806.288,48045.1
72,1,60,0.4,181,4462,10860,405.4,24660.2
72,1,60,0.4,820,18472,49200,1745.09,100673
72,1,60,0.4,299,7016,17940,655.641,39600.1
72,0,60,0.4,1677,38691,100680,3712.69,211660
72,0,60,0.4,1859,42426,111600,3902.54,222382
72,1,60,0.4,1262,29344,75720,2761.45,157943
72,0,60,0.4,1869,42856,112200,3903.47,222434
72,1,60,0.4,85,1773,5100,174.985,10451.2
72,0,60,0.4,1700,39237,102058,3754.46,214019
72,0,60,0.4,1726,39506,103620,3768.45,214809
72,1,60,0.4,323,7183,19380,678.034,40856.2
72,0,60,0.4,1707,39396,102480,3777.65,215329
72,0,60,0.4,1671,38626,100296,3696.1,210724
72,1,60,0.4,176,4293,10560,416.785,25379.6
72,1,60,0.4,743,16877,44580,1590.14,91986.6
72,1,60,0.4,1693,38440,101580,3625.32,206725
72,1,60,0.4,56,1186,3360,126.891,7581.98
72,1,60,0.4,724,16807,43440,1628.27,94124.4
72,0,60,0.4,1657,39215,99480,3735.98,212976
72,0,60,0.4,1677,38564,100680,3734.39,212886
72,1,60,0.4,368,8549,22080,753.073,45061.8
73,0,60,0.45,1822,41067,109320,3911.29,222876
73,0,60,0.45,1824,41651,109454,3891.49,221757
73,0,60,0.45,1793,40126,107640,3865.76,220304
73,1,60,0.45,1384,32333,83040,2979.93,170280
73,0,60,0.45,1789,40619,107400,3827.11,218122
73,1,60,0.45,1192,26341,71520,2519.45,144277
73,1,60,0.45,151,3417,9060,324.004,19518.3
73,0,60,0.45,1781,40023,106920,3830.79,218330
73,1,60,0.45,1663,38356,99780,3608.85,205796
73,0,60,0.45,1683,37440,101040,3614.51,206116
73,0,60,0.45,1807,41441,108480,3884.83,221381
73,0,60,0.45,1785,40633,107160,3814.52,217411
73,0,60,0.45,1819,41603,109200,3862.14,220100
73,0,60,0.45,1809,40485,108600,3849.47,219384
73,1,60,0.45,983,22582,58980,2109.54,121129
73,0,60,0.45,1857,41728,111480,3920.71,223407
73,0,60,0.45,1829,41214,109800,3905.65,222557
73,0,60,0.45,1882,41694,112980,3915.86,223133
73,0,60,0.45,1862,41039,111780,3897.3,222085
73,1,60,0.45,1491,33917,89460,3160.22,180461
73,0,60,0.45,1768,39823,106140,3809.49,217127
73,1,60,0.45,1680,38402,100800,3655.88,208452
73,0,60,0.45,1755,39419,105316,3791.05,216085
73,1,60,0.45,790,18189,47400,1722.94,99431.6
74,1,60,0.5,400,9207,24000,904.589,53556.2
74,0,60,0.5,1895,42149,113705,3977.97,226641
74,1,60,0.5,334,7352,20040,686.664,41339.1
74,1,60,0.5,1668,37851,100080,3575.54,203915
74,1,60,0.5,813,18397,48780,1746.52,100753
74,1,60,0.5,489,11042,29340,1105.93,64842.2
74,1,60,0.5,665,14696,39900,1434.04,83236
74,1,60,0.5,280,5796,16800,579.566,35335.8
74,0,60,0.5,1808,40700,108540,3900,222238
74,0,60,0.5,1864,41512,111876,3982.66,226906
74,1,60,0.5,1589,34687,95340,3340.17,190623
74,0,60,0.5,1913,42160,114823,4017.11,228851
74,1,60,0.5,442,9572,26520,958.774,56593.3
74,1,60,0.5,428,9646,25680,875.791,51941.8
74,0,60,0.5,1851,41440,111120,3939.02,224441
74,0,60,0.5,1887,41478,113221,3995.68,227641
74,0,60,0.5,1920,41624,115260,3979.97,226754
74,0,60,0.5,1851,41456,111120,3946.7,224875
74,0,60,0.5,1907,42070,114420,3976.74,226571
74,0,60,0.5,1938,42544,116340,4027.6,229444
74,0,60,0.5,1844,41062,110640,3875.92,220878
74,0,60,0.5,1720,39139,103236,3742.04,213318
74,1,60,0.5,528,11571,31680,1115.64,65387
74,0,60,0.5,1855,41691,111360,3914.55,223059
75,0,60,0.55,1870,41755,112260,3944.08,224727
75,1,60,0.55,1906,41655,114360,3962.84,225786
75,0,60,0.55,1861,40542,111720,3949.66,225042
75,0,60,0.55,1907,41535,114480,3996.36,227679
75,0,60,0.55,1918,41539,115080,4000.46,227911
75,0,60,0.55,1916,42210,115000,4010.95,228503
75,0,60,0.55,1973,42539,118440,4063.91,231494
75,1,60,0.55,497,10933,29820,1066.67,62642.2
75,0,60,0.55,1851,41750,111120,3943.24,224679
75,0,60,0.55,1944,42115,116662,4014.97,228730
75,1,60,0.55,1714,37661,102840,3641.95,207665
75,0,60,0.55,1943,42007,116640,4040.55,230175
75,0,60,0.55,1897,41819,113826,3979.51,226728
75,0,60,0.55,1816,40089,109020,3904.27,222479
75,0,60,0.55,1937,41840,116280,4025.88,229346
75,0,60,0.55,1862,41672,111780,3945.56,224811
75,0,60,0.55,1835,41137,110160,3920.76,223410
75,0,60,0.55,1902,41057,114147,4011.88,228556
75,0,60,0.55,1980,42428,118801,4074.99,232119
75,0,60,0.55,1875,41270,112560,3981.34,226831
75,0,60,0.55,1904,42255,114300,3979.38,226720
75,0,60,0.55,1905,42774,114360,4002.22,228010
75,0,60,0.55,1900,41517,114060,3971.76,226290
75,0,60,0.55,1868,40596,112140,3958.39,225535
76,1,60,0.6,1481,32350,88860,3121.09,178252
76,0,60,0.6,1938,41775,116340,4024.7,229280
76,0,60,0.6,1966,42363,117995,4055.25,231005
76,0,60,0.6,1975,43018,118560,4073.39,232029
76,0,60,0.6,1907,41175,114480,3953.51,225260
76,0,60,0.6,1879,40808,112800,3973.55,226391
76,0,60,0.6,1807,41123,108480,3887.3,221521
76,0,60,0.6,1930,41839,115860,4021.61,229105
76,0,60,0.6,1961,41895,117681,4065.32,231574
76,0,60,0.6,1965,42868,117953,4048.61,230630
76,0,60,0.6,1919,41403,115200,4008.74,228379
76,0,60,0.6,2014,42446,120849,4108.62,234019
76,0,60,0.6,1949,42299,117000,4044.12,230377
76,0,60,0.6,1969,41275,118200,4060.62,231308
76,1,60,0.6,1786,39193,107160,3790.22,216038
76,0,60,0.6,1868,40609,112131,3971.03,226249
76,1,60,0.6,1376,30285,82560,2926.24,167248
76,0,60,0.6,1969,42005,118141,4063,231442
76,0,60,0.6,1983,43357,119040,4070.6,231872
76,0,60,0.6,1921,41861,115307,4021.54,229102
76,1,60,0.6,670,14359,40200,1407.54,81750.5
76,0,60,0.6,1922,41531,115380,4022.04,229130
76,0,60,0.6,1968,43372,118140,4090.13,232974
76,1,60,0.6,952,20701,57120,1992.7,114553
77,0,60,0.65,2000,42131,120060,4094.01,233194
77,0,60,0.65,1952,41825,117142,4036.14,229926
77,0,60,0.65,1897,41404,113866,3988.04,227210
77,1,60,0.65,1076,23296,64560,2296.71,131698
77,1,60,0.65,1463,30887,87780,3033.09,173282
77,0,60,0.65,1918,40984,115140,4033.61,229783
77,0,60,0.65,1896,41091,113820,3980.9,226807
77,0,60,0.65,1860,41176,111660,3948.17,224958
77,0,60,0.65,1977,42364,118680,4076.28,232192
77,0,60,0.65,1892,40644,113580,3951.95,225172
77,0,60,0.65,1963,40816,117780,4022.62,229162
77,0,60,0.65,1886,40795,113189,3891.12,221737
77,0,60,0.65,1955,41325,117360,3991.2,227388
77,1,60,0.65,399,8348,23940,829.417,49341.6
77,1,60,0.65,1084,23170,65040,2252.42,129197
77,1,60,0.65,823,16961,49380,1691.35,97660.3
77,0,60,0.65,2009,43288,120600,4086.54,232772
77,0,60,0.65,1887,41149,113280,3944.63,224758
77,0,60,0.65,1905,40947,114360,3986,227094
77,0,60,0.65,1877,40239,112680,3944.43,224747
77,0,60,0.65,2030,42579,121860,4161.55,237007
77,0,60,0.65,2015,42295,120960,4140.66,235828
77,0,60,0.65,1929,41658,115766,4020,229014
77,0,60,0.65,1984,42780,119100,4107.74,233969
78,1,70,0.05,549,17924,38430,1620.75,108853
78,1,70,0.05,350,8451,24500,802.659,55348.9
78,1,70,0.05,454,11285,31780,1094.47,74433.9
78,1,70,0.05,392,12492,27440,1107.66,75296.9
78,1,70,0.05,348,8271,24360,809.047,55766.7
78,1,70,0.05,376,9566,26320,897.047,61522.2
78,1,70,0.05,87,1843,6090,176.687,12309.6
78,1,70,0.05,91,2777,6370,205.733,14331.3
78,1,70,0.05,147,4431,10290,377.539,26875.2
78,1,70,0.05,879,23574,61530,2277.98,151948
78,1,70,0.05,561,17791,39270,1601.5,107594
78,1,70,0.05,312,5883,21840,609.417,42711.1
78,1,70,0.05,269,8539,18830,753.24,52117.5
78,1,70,0.05,514,14728,35980,1372.82,92638.7
78,1,70,0.05,260,7670,18200,706.799,49080.3
78,1,70,0.05,239,5113,16730,536.285,37927.8
78,1,70,0.05,699,18082,48930,1795.64,120292
78,1,70,0.05,319,7212,22330,695.828,48362
78,1,70,0.05,323,7549,22610,742.052,51386.2
78,1,70,0.05,1012,30812,70840,2967.16,197353
78,1,70,0.05,1084,25733,75880,2465.05,164272
78,1,70,0.05,570,16952,39900,1570.61,105575
78,1,70,0.05,1070,30803,74900,2825.47,188018
78,1,70,0.05,298,6757,20860,630.589,44095.6
79,1,70,0.1,232,5917,16240,529.662,37494.5
79,1,70,0.1,159,3632,11130,364.685,25927.1
79,1,70,0.1,353,9404,24710,850.338,58467.5
79,1,70,0.1,655,17710,45850,1550.22,104241
79,1,70,0.1,168,4413,11760,403.864,28815.2
79,1,70,0.1,209,6026,14630,570.468,40163.8
79,1,70,0.1,390,11622,27300,1073.63,73071.2
79,0,70,0.1,1200,32856,84070,3101.4,206198
79,1,70,0.1,343,9313,24010,878.651,60318.9
79,1,70,0.1,376,12099,26320,1109,75384.4
79,1,70,0.1,725,22762,50750,1951.76,130502
79,1,70,0.1,175,4622,12250,409.172,29206.4
79,1,70,0.1,992,27292,69440,2504.89,166897
79,1,70,0.1,312,7488,21840,695.36,48332.1
79,1,70,0.1,298,6655,20860,641.844,44831.7
79,1,70,0.1,90,2251,6300,190.576,13276.6
79,1,70,0.1,1088,32209,76160,2745.88,182775
79,1,70,0.1,352,9285,24640,785.166,54205.9
79,1,70,0.1,423,12428,29610,1113.85,75701.8
79,1,70,0.1,576,17020,40320,1505.45,101313
79,1,70,0.1,607,17053,42490,1475.4,99347.7
79,1,70,0.1,1082,27972,75740,2487.23,165734
79,1,70,0.1,233,5530,16310,482.388,34400.2
79,1,70,0.1,851,26436,59570,2409.27,160597
80,1,70,0.15,1183,33104,82810,2892.24,192417
80,1,70,0.15,389,10582,27230,862.496,59262.5
80,1,70,0.15,1055,28945,73850,2629.8,175127
80,1,70,0.15,188,4544,13160,387.355,27598.1
80,0,70,0.15,1250,36273,87519,3143.82,208992
80,1,70,0.15,370,10850,25900,926.598,63455
80,1,70,0.15,379,10313,26530,846.006,58184.3
80,1,70,0.15,126,2725,8820,266.797,18711.8
80,0,70,0.15,1316,36648,92190,3146.81,209189
80,1,70,0.15,887,24189,62090,2169.99,144833
80,1,70,0.15,347,8770,24290,786.42,54286.9
80,1,70,0.15,90,1864,6300,202.178,14083.8
80,1,70,0.15,433,12387,30310,1117.95,75969.5
80,1,70,0.15,209,6552,14630,584.716,41095.3
80,1,70,0.15,1066,29153,74620,2504.2,166851
80,1,70,0.15,1121,31120,78470,2621.72,174594
80,1,70,0.15,755,19560,52850,1716.89,115141
80,1,70,0.15,1190,33318,83300,3011.22,200256
80,1,70,0.15,635,17935,44450,1565.83,105261
80,1,70,0.15,749,21270,52430,1843.79,123440
80,1,70,0.15,401,10220,28070,944.241,64608.7
80,1,70,0.15,622,18506,43540,1578,106058
80,1,70,0.15,816,23899,57120,2095.05,139896
80,1,70,0.15,298,9575,20860,824.583,56783.5
81,1,70,0.2,68,1509,4760,138.427,9646.42
81,1,70,0.2,311,8533,21770,735.831,50978.4
81,1,70,0.2,894,24071,62580,2118.97,141472
81,1,70,0.2,282,7640,19740,660.14,46027.9
81,1,70,0.2,309,8216,21630,694.357,48266.2
81,1,70,0.2,578,17913,40460,1572.01,105666
81,0,70,0.2,1320,36376,92408,3116.38,207184
81,1,70,0.2,448,12578,31360,1048.41,71421.7
81,0,70,0.2,1348,38225,94430,3204.9,213016
81,1,70,0.2,823,22993,57610,2015.86,134695
81,1,70,0.2,697,19266,48790,1624.47,109097
81,1,70,0.2,1363,37203,95410,3288.07,218495
81,1,70,0.2,203,5639,14210,497.796,35409.2
81,1,70,0.2,557,14712,38990,1305.24,88218.4
81,0,70,0.2,1386,39071,97090,3300.99,219347
81,0,70,0.2,1395,40998,97720,3308.59,219848
81,1,70,0.2,359,10027,25130,871.309,59838.7
81,1,70,0.2,552,14817,38640,1316.64,88964.2
81,1,70,0.2,332,10284,23240,855.271,58790.4
81,1,70,0.2,94,2314,6580,194.399,13542.4
81,1,70,0.2,626,17094,43820,1511.62,101716
81,1,70,0.2,272,7375,19040,591.005,41506.5
81,1,70,0.2,730,21588,51100,1773.43,118839
81,1,70,0.2,596,16401,41720,1419.28,95677.4
82,1,70,0.25,514,13725,35980,1148.42,77962.6
82,1,70,0.25,966,26560,67620,2246.31,149861
82,1,70,0.25,219,5717,15330,442.542,31666.6
82,1,70,0.25,499,14415,34930,1173.96,79632.7
82,0,70,0.25,1483,41328,103840,3352.65,222751
82,1,70,0.25,1364,37104,95480,3156.39,209819
82,1,70,0.25,567,15548,39690,1313.62,88766.5
82,0,70,0.25,1445,40851,101220,3375.36,224247
82,1,70,0.25,1159,31645,81130,2689.15,179037
82,1,70,0.25,912,25818,63840,2136.34,142616
82,1,70,0.25,144,3926,10080,349.879,24836.2
82,1,70,0.25,1104,30096,77280,2548.92,169798
82,0,70,0.25,1458,41371,102130,3367.21,223710
82,1,70,0.25,842,23743,58940,1945.62,130100
82,1,70,0.25,1102,30325,77140,2580.43,171874
82,1,70,0.25,403,10412,28210,917.149,62837.3
82,1,70,0.25,680,18488,47600,1530.32,102939
82,1,70,0.25,1169,32802,81830,2697.5,179587
82,1,70,0.25,377,10507,26390,835.437,57492.7
82,1,70,0.25,270,7282,18900,637.948,44576.6
82,1,70,0.25,506,13865,35420,1159.59,78693.1
82,1,70,0.25,199,5381,13930,434.029,31039
82,1,70,0.25,276,7731,19320,621.475,43499.3
82,1,70,0.25,729,20291,51030,1624.98,109130
83,1,70,0.3,1387,38776,97090,3062.42,203629
83,1,70,0.3,429,11737,30030,947.134,64798
83,1,70,0.3,923,25743,64610,2181.98,145623
83,0,70,0.3,1523,41251,106680,3424.12,227459
83,1,70,0.3,392,10764,27440,877.581,60249
83,0,70,0.3,1524,41787,106720,3415.64,226900
83,0,70,0.3,1529,42635,107100,3368.01,223762
83,1,70,0.3,627,17389,43890,1386.11,93507.8
83,0,70,0.3,1222,34039,85610,2757.44,183536
83,0,70,0.3,1515,41555,106074,3339.77,221902
83,1,70,0.3,1048,28658,73360,2413.47,160874
83,1,70,0.3,418,10500,29260,952.569,65153.4
83,1,70,0.3,752,20304,52640,1691.39,113473
83,1,70,0.3,334,9198,23380,776.47,53636.2
83,1,70,0.3,260,7108,18200,577.358,40614.4
83,0,70,0.3,1595,43632,111675,3449.01,229099
83,1,70,0.3,693,18487,48510,1501.37,101046
83,1,70,0.3,1260,35513,88200,2835.7,188691
83,1,70,0.3,217,6375,15190,537.589,38013.6
83,0,70,0.3,1426,39838,99890,3344.95,222243
83,1,70,0.3,116,2459,8120,241.19,16824.3
83,1,70,0.3,1266,36504,88620,2998.95,199447
83,1,70,0.3,850,24154,59500,1985.49,132708
83,0,70,0.3,1423,39764,99680,3237.65,215174
84,1,70,0.35,592,16282,41440,1332.05,89971.7
84,1,70,0.35,524,13513,36680,1154.88,78384.4
84,0,70,0.35,1505,40162,105420,3334.11,221529
84,1,70,0.35,943,25267,66010,2101.67,140332
84,1,70,0.35,506,13459,35420,1146.1,77810.4
84,1,70,0.35,491,13208,34370,1041.29,70955.7
84,1,70,0.35,492,14554,34440,1194.73,80991.1
84,1,70,0.35,1534,41738,107380,3301.93,219408
84,0,70,0.35,1494,40872,104580,3306.3,219697
84,1,70,0.35,75,1902,5250,163.45,11387.7
84,1,70,0.35,1243,34371,87010,2766.12,184107
84,1,70,0.35,383,10175,26810,778.493,53768.6
84,0,70,0.35,1483,39562,103880,3261.46,216743
84,1,70,0.35,1149,31350,80430,2554.81,170186
84,1,70,0.35,351,10107,24570,772.59,53383
84,1,70,0.35,831,22503,58170,1896.33,126878
84,1,70,0.35,188,4963,13160,404.532,28864.4
84,1,70,0.35,422,11921,29540,1002.22,68401
84,1,70,0.35,878,23169,61460,1961.71,131152
84,0,70,0.35,1475,39114,103320,3262.6,216818
84,1,70,0.35,97,2253,6790,222.66,15509.9
84,1,70,0.35,1329,36408,93030,3042.62,202324
84,1,70,0.35,341,9219,23870,762.572,52727.3
84,1,70,0.35,1163,31734,81410,2618.21,174363
85,0,70,0.4,1509,41134,105700,3315.58,220308
85,0,70,0.4,1481,40741,103720,3265.38,217001
85,0,70,0.4,1537,41940,107660,3350.03,222578
85,1,70,0.4,307,8447,21490,678.068,47200.9
85,1,70,0.4,555,14973,38850,1236.35,83713.6
85,1,70,0.4,1291,34812,90370,2921.56,194348
85,0,70,0.4,1460,40067,102224,3273.98,217567
85,1,70,0.4,440,12491,30800,987.171,67416.5
85,0,70,0.4,1569,41473,109900,3376.94,224351
85,0,70,0.4,1441,39873,100940,3289.1,218564
85,0,70,0.4,1558,41569,109130,3363.84,223488
85,0,70,0.4,1502,40833,105210,3343.16,222125
85,1,70,0.4,1270,34523,88900,2745.96,182780
85,0,70,0.4,1533,40851,107345,3350.19,222589
85,0,70,0.4,1561,42015,109270,3365.09,223570
85,1,70,0.4,1355,37204,94850,2967.28,197360
85,1,70,0.4,618,16778,43260,1352.82,91330
85,0,70,0.4,1567,41886,109760,3368.24,223778
85,0,70,0.4,1486,39672,104090,3303.58,219517
85,1,70,0.4,823,23003,57610,1840.08,123197
85,1,70,0.4,749,20066,52430,1714.93,115013
85,0,70,0.4,1457,40200,102060,3259.98,216645
85,1,70,0.4,984,26181,68880,2161.04,144243
85,1,70,0.4,982,26546,68740,2164.74,144487
86,1,70,0.45,79,1484,5530,174.517,12158.3
86,0,70,0.45,1603,42714,112255,3395.53,225576
86,0,70,0.45,1509,41143,105700,3325.94,220991
86,0,70,0.45,1611,42516,112840,3415.44,226887
86,1,70,0.45,273,7067,19110,607.645,42594.7
86,1,70,0.45,899,24152,62930,1966.96,131496
86,0,70,0.45,1494,40164,104589,3261.36,216736
86,1,70,0.45,1239,33321,86730,2687.92,178956
86,1,70,0.45,1312,35007,91840,2858.69,190207
86,1,70,0.45,1560,40839,109200,3381.92,224678
86,1,70,0.45,890,23746,62300,1909.53,127740
86,1,70,0.45,1307,35194,91490,2844.86,189295
86,0,70,0.45,1426,39369,99882,3248.14,215865
86,1,70,0.45,187,4664,13090,421.626,30124.3
86,0,70,0.45,1535,42115,107520,3330.92,221319
86,0,70,0.45,1579,41470,110600,3383.9,224809
86,0,70,0.45,1616,42680,113190,3398.22,225753
86,0,70,0.45,1528,41018,107030,3348.45,222474
86,0,70,0.45,1507,40527,105560,3350.18,222588
86,0,70,0.45,1572,41757,110110,3400.35,225893
86,1,70,0.45,1478,38692,103460,3188,211902
86,0,70,0.45,1485,39895,104020,3159.92,210053
86,1,70,0.45,1112,29592,77840,2401,160053
86,0,70,0.45,1558,41303,109130,3374.37,224181
87,0,70,0.5,1566,40574,109647,3367.08,223701
87,0,70,0.5,1546,40155,108290,3351.94,222704
87,0,70,0.5,1548,39539,108430,3340.95,221980
87,1,70,0.5,1095,28741,76650,2361.37,157442
87,0,70,0.5,1624,43162,113750,3445.89,228893
87,1,70,0.5,543,14278,38010,1159.39,78679.8
87,0,70,0.5,1529,41063,107100,3359.51,223202
87,1,70,0.5,244,6728,17080,555.985,39216.4
87,0,70,0.5,1659,42666,116200,3481.73,231254
87,0,70,0.5,1591,41817,111440,3427.26,227666
87,0,70,0.5,1571,41424,109970,3389.31,225166
87,0,70,0.5,1573,41221,110180,3397.13,225681
87,0,70,0.5,1617,43037,113260,3445.49,228867
87,1,70,0.5,1121,29498,78470,2468.17,164478
87,0,70,0.5,1591,41904,111370,3399.28,225823
87,0,70,0.5,1673,43093,117180,3506.81,232907
87,0,70,0.5,1649,43329,115477,3471.98,230612
87,0,70,0.5,1648,41704,115430,3428.47,227746
87,0,70,0.5,1641,42254,114940,3477.01,230944
87,1,70,0.5,1203,31058,84210,2581.57,171950
87,0,70,0.5,1575,41235,110257,3384.96,224879
87,1,70,0.5,1154,30279,80780,2534.24,168831
87,1,70,0.5,928,23848,64960,1984.42,132638
87,0,70,0.5,1509,40517,105647,3320.26,220617
88,1,70,0.55,61,1715,4270,152.299,10611.8
88,0,70,0.55,1485,39778,104000,3260.4,216673
88,1,70,0.55,689,16924,48230,1419.83,95713.1
88,0,70,0.55,1575,40903,110320,3404.36,226158
88,0,70,0.55,1637,42359,114647,3449.04,229101
88,0,70,0.55,1562,41543,109410,3373.65,224134
88,1,70,0.55,1101,27810,77070,2309.79,154044
88,0,70,0.55,1595,41876,111718,3403.02,226069
88,1,70,0.55,539,13381,37730,1114.74,75759.5
88,0,70,0.55,1578,41943,110530,3412.53,226696
88,0,70,0.55,1577,41779,110421,3412,226661
88,1,70,0.55,142,3464,9940,300.05,21163.3
88,0,70,0.55,1661,41986,116277,3462.34,229977
88,0,70,0.55,1612,42233,112910,3393.62,225450
88,1,70,0.55,1136,28565,79520,2318.64,154626
88,1,70,0.55,275,7285,19250,643.366,44931.8
88,0,70,0.55,1717,43980,120218,3526.39,234197
88,1,70,0.55,1067,27796,74690,2281.35,152170
88,0,70,0.55,1685,42859,118020,3502,232590
88,0,70,0.55,1615,41928,113120,3467.8,230337
88,1,70,0.55,983,26490,68810,2126.61,141975
88,1,70,0.55,1184,31020,82880,2478.78,165177
88,0,70,0.55,1669,43324,116900,3514.22,233395
88,0,70,0.55,1658,43684,116106,3517.54,233614
89,0,70,0.6,1694,43924,118650,3553.43,235978
89,0,70,0.6,1663,42133,116480,3518.09,233650
89,0,70,0.6,1657,42393,115993,3538.24,234978
89,0,70,0.6,1671,42888,117040,3537.71,234943
89,0,70,0.6,1647,42586,115360,3506.8,232906
89,0,70,0.6,1700,43212,119003,3536.5,234863
89,1,70,0.6,872,22031,61040,1836.1,122938
89,0,70,0.6,1779,44206,124588,3628.65,240934
89,0,70,0.6,1725,43685,120820,3586.88,238182
89,1,70,0.6,113,2786,7910,240.338,16761.5
89,0,70,0.6,1676,42139,117390,3529.86,234425
89,0,70,0.6,1682,43732,117810,3563.42,236637
89,0,70,0.6,1688,42923,118230,3541.91,235219
89,0,70,0.6,1636,42484,114590,3512.54,233284
89,0,70,0.6,1673,43111,117180,3521.29,233861
89,0,70,0.6,1594,40630,111650,3456.16,229570
89,0,70,0.6,1698,43800,118930,3554.58,236054
89,0,70,0.6,1611,41966,112808,3477.48,230974
89,0,70,0.6,1637,40748,114660,3464.53,230121
89,1,70,0.6,812,20538,56840,1726.97,115801
89,0,70,0.6,1646,43106,115290,3491.04,231868
89,0,70,0.6,1678,43019,117530,3506.28,232872
89,0,70,0.6,1660,42850,116200,3500.84,232513
89,0,70,0.6,1645,41849,115197,3437.65,228351
90,0,70,0.65,1700,42951,119059,3539,235028
90,0,70,0.65,1642,42513,115010,3486.19,231549
90,0,70,0.65,1656,42690,115990,3500.79,232510
90,0,70,0.65,1670,42165,116905,3527.47,234268
90,0,70,0.65,1691,42443,118440,3541.05,235162
90,0,70,0.65,1718,43350,120321,3566.48,236838
90,0,70,0.65,1750,42981,122530,3601.89,239171
90,0,70,0.65,1689,42730,118300,3536.6,234869
90,0,70,0.65,1756,43955,122990,3594.24,238667
90,0,70,0.65,1723,43782,120648,3578.12,237605
90,0,70,0.65,1656,42808,115990,3505.87,232845
90,0,70,0.65,1740,42400,121870,3606.02,239443
90,0,70,0.65,1760,42688,123270,3627.76,240875
90,0,70,0.65,1767,43592,123752,3614.77,240020
90,0,70,0.65,1694,41516,118581,3536.73,234878
90,1,70,0.65,1101,27943,77070,2298.49,153300
90,0,70,0.65,1624,42558,113750,3479.95,231137
90,0,70,0.65,1736,43742,121590,3577.27,237549
90,0,70,0.65,1702,43370,119210,3576.14,237475
90,0,70,0.65,1739,43945,121800,3584.87,238050
90,0,70,0.65,1735,43914,121520,3604.9,239369
90,0,70,0.65,1660,42240,116270,3537.74,234945
90,0,70,0.65,1720,42851,120449,3572.51,237235
90,0,70,0.65,1736,43159,121569,3580.96,237792
91,1,80,0.05,153,3829,12240,335.556,27312.9
91,1,80,0.05,977,30224,78160,2463.69,187239
91,1,80,0.05,859,25812,68720,2182.29,166050
91,1,80,0.05,727,19997,58160,1663.79,127221
