id,ukoñczony poziom,agenci,prawdopodobieñstwo losowego skoku,wspó³czynnik uczenia,wspó³czynnik dyskontowy,epsilon,wynikowe upadki,wynikowe skoki,wynikowy czas,upadki,skoki,czas
79,1,75,0.01,0.15,0.3,0.1,0,25,48.99210019,3759,31896,721.432
79,1,75,0.01,0.15,0.3,0.1,0,26,48.41632429,1234,9878,244.562
79,1,75,0.01,0.15,0.3,0.1,0,24,46.49188928,1379,11547,276.295
79,1,75,0.01,0.15,0.3,0.1,0,26,50.10753873,1196,9392,241.357
80,1,75,0.01,0.15,0.3,0.15,0,22,43.8827984,4670,33666,864.904
80,0,75,0.01,0.15,0.3,0.15,0,1,1.968297102,19322,127819,3390.74
80,1,75,0.01,0.15,0.3,0.15,0,22,41.20783836,3254,22989,567.775
80,1,75,0.01,0.15,0.3,0.15,0,23,43.3942996,3363,24485,660.926
81,0,100,0.01,0.05,0.1,0.05,0,1,1.903959234,18223,115818,2155.56
81,1,100,0.01,0.05,0.1,0.05,0,27,51.13927612,872,10370,182.747
81,1,100,0.01,0.05,0.1,0.05,0,23,45.30914988,6062,46671,813.328
81,1,100,0.01,0.05,0.1,0.05,0,23,43.18505556,4874,45545,745.681
82,1,100,0.01,0.05,0.1,0.1,0,24,47.16841016,1670,14008,247.199
82,1,100,0.01,0.05,0.1,0.1,0,21,40.22212892,14085,98011,1979
82,1,100,0.01,0.05,0.1,0.1,0,22,43.9747847,5633,43622,789.982
82,1,100,0.01,0.05,0.1,0.1,0,24,46.48684304,1307,12008,215.082
83,1,100,0.01,0.05,0.1,0.15,0,22,42.08310872,4830,34369,676.262
83,1,100,0.01,0.05,0.1,0.15,0,22,43.63256802,5123,38523,715.997
83,1,100,0.01,0.05,0.1,0.15,0,22,42.01794611,8020,57862,1139.89
83,1,100,0.01,0.05,0.1,0.15,0,23,42.66716091,5820,38789,759.411
84,1,100,0.01,0.05,0.2,0.05,0,24,47.43539621,2297,25433,408.655
84,1,100,0.01,0.05,0.2,0.05,0,27,53.29769061,1022,11666,202.128
84,1,100,0.01,0.05,0.2,0.05,0,24,45.55139408,4987,51138,862.028
84,1,100,0.01,0.05,0.2,0.05,0,24,44.95999533,7355,67030,1137.43
85,1,100,0.01,0.05,0.2,0.1,0,24,46.31574261,3430,28878,577.341
85,1,100,0.01,0.05,0.2,0.1,0,23,43.79090308,5599,42883,753.358
85,0,100,0.01,0.05,0.2,0.1,0,1,1.934174344,4110,27527,2548.31
85,1,100,0.01,0.05,0.2,0.1,0,21,40.12118524,11243,80384,1505.59
86,1,100,0.01,0.05,0.2,0.15,0,21,40.43615897,4227,29889,562.24
86,1,100,0.01,0.05,0.2,0.15,0,21,41.32661325,12833,85108,1713.6
86,0,100,0.01,0.05,0.2,0.15,0,1,1.95929421,20869,124045,2637.39
86,1,100,0.01,0.05,0.2,0.15,0,23,42.81684626,2564,18735,343.869
87,1,100,0.01,0.05,0.3,0.05,0,23,42.93578384,3571,26510,453.576
87,1,100,0.01,0.05,0.3,0.05,0,26,49.2346786,1342,13244,225.164
87,1,100,0.01,0.05,0.3,0.05,0,25,46.3584044,2320,19283,336.674
87,1,100,0.01,0.05,0.3,0.05,0,22,43.06337739,3471,34474,956.466
88,1,100,0.01,0.05,0.3,0.1,0,23,44.85031669,8883,70230,1253.95
88,1,100,0.01,0.05,0.3,0.1,0,24,45.97050316,2984,25556,447.85
88,1,100,0.01,0.05,0.3,0.1,0,22,41.75422856,4708,38531,687.065
88,0,100,0.01,0.05,0.3,0.1,0,1,1.8738267,13385,110103,2441.29
89,1,100,0.01,0.05,0.3,0.15,0,21,41.7328077,8972,54883,1085.3
89,1,100,0.01,0.05,0.3,0.15,0,22,41.60386529,6316,38817,745.916
89,1,100,0.01,0.05,0.3,0.15,0,21,40.1235175,17359,111409,2242.52
89,0,100,0.01,0.05,0.3,0.15,0,1,1.889826473,17809,128351,2668.25
90,1,100,0.01,0.1,0.1,0.05,0,24,44.80929789,1501,14471,246.565
90,1,100,0.01,0.1,0.1,0.05,0,24,46.15121354,4596,47311,804.264
90,1,100,0.01,0.1,0.1,0.05,0,24,45.78402462,1563,15684,281.203
90,1,100,0.01,0.1,0.1,0.05,0,25,49.3384655,1065,11225,198.489
91,1,100,0.01,0.1,0.1,0.1,0,23,45.45395924,2078,16782,299.415
91,0,100,0.01,0.1,0.1,0.1,0,1,1.909506131,18005,125130,2542.25
91,1,100,0.01,0.1,0.1,0.1,0,24,45.86265005,4690,35475,620.99
91,1,100,0.01,0.1,0.1,0.1,0,24,46.91954954,4071,39397,673.887
92,1,100,0.01,0.1,0.1,0.15,0,22,43.44551753,20421,130304,2696.01
92,1,100,0.01,0.1,0.1,0.15,0,21,40.13973444,7982,60081,1952.89
92,0,100,0.01,0.1,0.1,0.15,0,1,1.972863066,17225,118539,2369.09
92,1,100,0.01,0.1,0.1,0.15,0,25,46.76673066,2830,21400,399.891
93,1,100,0.01,0.1,0.2,0.05,0,26,49.87056047,3360,24901,437.501
93,1,100,0.01,0.1,0.2,0.05,0,23,43.82794429,5003,37637,657.013
93,1,100,0.01,0.1,0.2,0.05,0,26,48.4858911,1430,14530,251.907
93,1,100,0.01,0.1,0.2,0.05,0,24,46.53197048,2142,21487,369.526
94,1,100,0.01,0.1,0.2,0.1,0,26,48.29299996,1039,10039,186.286
94,1,100,0.01,0.1,0.2,0.1,0,22,43.89014484,4195,39767,709.274
94,1,100,0.01,0.1,0.2,0.1,0,23,45.27532522,2438,21254,363.984
94,1,100,0.01,0.1,0.2,0.1,0,27,51.86034524,3289,19785,353.634
95,0,100,0.01,0.1,0.2,0.15,0,1,1.979032387,16750,106704,2411.44
95,1,100,0.01,0.1,0.2,0.15,0,21,41.94295543,12027,90006,1830.13
95,1,100,0.01,0.1,0.2,0.15,0,23,45.03677522,11031,82833,1553.58
95,1,100,0.01,0.1,0.2,0.15,0,22,43.8524196,10596,78370,1522.81
96,1,100,0.01,0.1,0.3,0.05,0,23,45.36447074,2858,31990,526.468
96,1,100,0.01,0.1,0.3,0.05,0,26,48.30489929,2703,25214,417.385
96,1,100,0.01,0.1,0.3,0.05,0,24,44.5976539,6550,53905,1127.48
96,1,100,0.01,0.1,0.3,0.05,0,24,47.59181381,781,8076,156.823
97,1,100,0.01,0.1,0.3,0.1,0,21,40.10021133,11554,84010,1547.06
97,1,100,0.01,0.1,0.3,0.1,0,22,42.43929257,4896,40048,711.298
97,1,100,0.01,0.1,0.3,0.1,0,24,45.91074994,7556,59971,1011.69
97,1,100,0.01,0.1,0.3,0.1,0,22,41.96056292,3335,25942,457.566
98,1,100,0.01,0.1,0.3,0.15,0,22,42.45202017,4810,33906,629.185
98,1,100,0.01,0.1,0.3,0.15,0,22,40.83150589,3474,28405,558.845
98,0,100,0.01,0.1,0.3,0.15,0,1,1.885371735,10733,66094,2555.49
98,0,100,0.01,0.1,0.3,0.15,0,1,1.900151297,11616,69765,2531.12
99,1,100,0.01,0.15,0.1,0.05,0,22,41.3166239,8727,42359,710.461
99,1,100,0.01,0.15,0.1,0.05,0,23,44.35309827,2305,20684,384.116
99,1,100,0.01,0.15,0.1,0.05,0,26,48.17609938,895,10990,199.474
99,1,100,0.01,0.15,0.1,0.05,0,25,49.03644798,1422,13069,234.412
100,1,100,0.01,0.15,0.1,0.1,0,26,50.73719142,1551,13976,261.923
100,1,100,0.01,0.15,0.1,0.1,0,23,42.5701599,3066,25654,442.759
100,1,100,0.01,0.15,0.1,0.1,0,24,47.6943356,3204,23344,402.045
100,1,100,0.01,0.15,0.1,0.1,0,21,41.41731405,12458,95613,1805.26
101,1,100,0.01,0.15,0.1,0.15,0,21,41.32152579,16610,100160,2048.78
101,1,100,0.01,0.15,0.1,0.15,0,21,41.05524752,10220,69429,1388.09
101,1,100,0.01,0.15,0.1,0.15,0,22,41.19361026,3256,24679,463.241
101,1,100,0.01,0.15,0.1,0.15,0,23,44.2763628,9710,68736,1508.95
102,1,100,0.01,0.15,0.2,0.05,0,25,47.94174978,1508,13781,243.51
102,1,100,0.01,0.15,0.2,0.05,0,26,48.97707096,3268,23591,382.263
102,1,100,0.01,0.15,0.2,0.05,0,22,42.10521742,5748,48658,858.466
102,1,100,0.01,0.15,0.2,0.05,0,24,44.54338525,2766,26718,442.926
103,1,100,0.01,0.15,0.2,0.1,0,23,45.01670669,3608,30106,518.24
103,1,100,0.01,0.15,0.2,0.1,0,25,46.89824175,1648,13435,229.705
103,1,100,0.01,0.15,0.2,0.1,0,25,48.40799939,1925,14644,262.39
103,1,100,0.01,0.15,0.2,0.1,0,23,44.60976177,2341,18332,325.34
104,1,100,0.01,0.15,0.2,0.15,0,24,44.97769068,2343,17715,316.209
104,1,100,0.01,0.15,0.2,0.15,0,21,39.20661702,12983,88912,1703.28
104,1,100,0.01,0.15,0.2,0.15,0,23,43.48014588,7536,54823,1029.87
104,1,100,0.01,0.15,0.2,0.15,0,22,41.44806962,4153,28103,532.806
105,1,100,0.01,0.15,0.3,0.05,0,27,52.63646885,779,12571,233.745
105,1,100,0.01,0.15,0.3,0.05,0,25,46.49984728,3603,35732,605.002
105,1,100,0.01,0.15,0.3,0.05,0,25,47.01032496,1973,16704,268.032
105,1,100,0.01,0.15,0.3,0.05,0,26,50.17732024,2505,17517,294.708
106,1,100,0.01,0.15,0.3,0.1,0,22,43.59695324,4068,32366,633.416
106,1,100,0.01,0.15,0.3,0.1,0,26,50.07592584,1230,11684,212.528
106,1,100,0.01,0.15,0.3,0.1,0,23,44.87346729,2077,16790,298.531
106,0,100,0.01,0.15,0.3,0.1,0,1,1.971869223,14563,115668,2223.86
107,1,100,0.01,0.15,0.3,0.15,0,21,39.8407863,8133,56886,1315.24
107,1,100,0.01,0.15,0.3,0.15,0,22,43.22940066,6677,48040,915.175
107,0,100,0.01,0.15,0.3,0.15,0,1,1.895757538,15524,93340,2493.77
107,1,100,0.01,0.15,0.3,0.15,0,23,42.9583572,5628,40058,799.816
108,1,125,0.01,0.05,0.1,0.05,0,23,44.80938228,1990,21726,315.04
108,1,125,0.01,0.05,0.1,0.05,0,26,50.19082852,2323,23722,322.836
108,1,125,0.01,0.05,0.1,0.05,0,22,41.09782283,8893,73934,1025.94
108,1,125,0.01,0.05,0.1,0.05,0,24,46.55839438,4210,40116,1569.35
109,1,125,0.01,0.05,0.1,0.1,0,22,43.52502332,8745,72452,1064.68
109,0,125,0.01,0.05,0.1,0.1,0,1,1.912452319,17745,116833,1983.35
109,1,125,0.01,0.05,0.1,0.1,0,23,44.46377306,4758,38527,581.639
109,1,125,0.01,0.05,0.1,0.1,0,22,42.81242411,3798,29268,423.095
110,0,125,0.01,0.05,0.1,0.15,0,1,1.896546429,17638,115006,1977.41
110,1,125,0.01,0.05,0.1,0.15,0,26,48.38324427,3186,22378,326.892
110,1,125,0.01,0.05,0.1,0.15,0,24,44.57697394,2409,18391,268.833
110,1,125,0.01,0.05,0.1,0.15,0,21,40.15378145,7047,47271,720.496
111,1,125,0.01,0.05,0.2,0.05,0,25,46.35684438,6295,48571,612.963
111,1,125,0.01,0.05,0.2,0.05,0,22,42.48529439,5292,45274,648.969
111,1,125,0.01,0.05,0.2,0.05,0,22,42.52678032,7037,72848,978.508
111,1,125,0.01,0.05,0.2,0.05,0,23,43.60251606,1252,12269,165.753
112,1,125,0.01,0.05,0.2,0.1,0,24,47.7151258,3837,31063,445.981
112,1,125,0.01,0.05,0.2,0.1,0,23,43.11996624,13752,77016,1134.22
112,1,125,0.01,0.05,0.2,0.1,0,22,43.38148517,5931,45628,627.512
112,1,125,0.01,0.05,0.2,0.1,0,23,45.17092843,4447,41331,659.538
113,1,125,0.01,0.05,0.2,0.15,0,21,40.97506296,4166,29560,448.268
113,1,125,0.01,0.05,0.2,0.15,0,26,50.56693376,1855,15632,229.221
113,1,125,0.01,0.05,0.2,0.15,0,22,41.08997915,2084,16988,253.927
113,0,125,0.01,0.05,0.2,0.15,0,1,1.867646684,18923,111563,2202.71
114,1,125,0.01,0.05,0.3,0.05,0,24,45.01611502,7753,64110,854.703
114,1,125,0.01,0.05,0.3,0.05,0,24,46.04045282,11409,100905,1537.68
114,1,125,0.01,0.05,0.3,0.05,0,27,50.99665439,1559,17018,247.182
114,1,125,0.01,0.05,0.3,0.05,0,26,50.8743132,1951,20360,275.678
115,1,125,0.01,0.05,0.3,0.1,0,23,42.69304413,5176,36924,536.235
115,1,125,0.01,0.05,0.3,0.1,0,24,45.70581954,2392,17601,248.685
115,1,125,0.01,0.05,0.3,0.1,0,22,42.7649349,3233,28625,438.486
115,1,125,0.01,0.05,0.3,0.1,0,21,40.4497523,4707,37269,546.102
116,1,125,0.01,0.05,0.3,0.15,0,23,45.24497811,4231,31605,463.709
116,1,125,0.01,0.05,0.3,0.15,0,23,43.42654203,4667,36342,536.97
116,1,125,0.01,0.05,0.3,0.15,0,23,43.0975412,3018,20683,308.046
116,1,125,0.01,0.05,0.3,0.15,0,22,43.00688449,4683,30266,472.556
117,1,125,0.01,0.1,0.1,0.05,0,23,43.98945163,3495,23627,334.604
117,1,125,0.01,0.1,0.1,0.05,0,28,53.1669183,990,10419,152.115
117,1,125,0.01,0.1,0.1,0.05,0,23,44.89695449,6223,46147,638.449
117,1,125,0.01,0.1,0.1,0.05,0,24,47.25765568,4136,23366,319.714
118,1,125,0.01,0.1,0.1,0.1,0,21,40.87263622,4238,33738,474.242
118,1,125,0.01,0.1,0.1,0.1,0,22,43.86141353,3622,28970,422.644
118,1,125,0.01,0.1,0.1,0.1,0,24,45.2354938,4355,35890,500.284
118,1,125,0.01,0.1,0.1,0.1,0,25,48.67871051,3614,31460,448.635
119,0,125,0.01,0.1,0.1,0.15,0,1,1.852684355,27104,136027,2317.13
119,1,125,0.01,0.1,0.1,0.15,0,22,42.30742987,5946,43025,637.647
119,1,125,0.01,0.1,0.1,0.15,0,23,42.85724678,4084,30433,455.863
119,1,125,0.01,0.1,0.1,0.15,0,22,41.40917955,6805,50683,794.464
120,1,125,0.01,0.1,0.2,0.05,0,23,45.25290316,15163,125740,1603.9
120,1,125,0.01,0.1,0.2,0.05,0,23,45.22753387,1715,16225,244.178
120,1,125,0.01,0.1,0.2,0.05,0,28,52.69008437,2400,22613,305.441
120,1,125,0.01,0.1,0.2,0.05,0,24,46.7270828,1517,14503,214.397
121,1,125,0.01,0.1,0.2,0.1,0,25,49.12128358,1859,16615,230.556
121,1,125,0.01,0.1,0.2,0.1,0,22,41.04513051,2736,24948,362.499
121,1,125,0.01,0.1,0.2,0.1,0,25,49.49205706,1406,14162,205.567
121,1,125,0.01,0.1,0.2,0.1,0,21,41.825809,5730,49151,712.886
122,1,125,0.01,0.1,0.2,0.15,0,21,39.39718596,5875,41317,620.02
122,1,125,0.01,0.1,0.2,0.15,0,22,40.89865394,14113,100195,1492.22
122,1,125,0.01,0.1,0.2,0.15,0,23,45.83632162,4462,29290,446.749
122,1,125,0.01,0.1,0.2,0.15,0,22,41.04361899,2871,22236,339.512
123,1,125,0.01,0.1,0.3,0.05,0,26,50.93087835,1517,15219,206.919
123,1,125,0.01,0.1,0.3,0.05,0,23,44.84699815,3508,38878,542.238
123,1,125,0.01,0.1,0.3,0.05,0,25,49.43701146,1081,10533,145.789
123,1,125,0.01,0.1,0.3,0.05,0,23,44.8450951,4041,31929,452.708
124,1,125,0.01,0.1,0.3,0.1,0,24,44.70577433,2580,23573,340.464
124,1,125,0.01,0.1,0.3,0.1,0,21,39.89289609,7264,55243,778.527
124,1,125,0.01,0.1,0.3,0.1,0,23,43.78895168,2463,18628,272.589
124,1,125,0.01,0.1,0.3,0.1,0,25,49.12316899,3477,28323,407.637
125,1,125,0.01,0.1,0.3,0.15,0,22,43.44659919,3302,25048,364.802
125,1,125,0.01,0.1,0.3,0.15,0,24,47.71465748,2922,23121,338.127
125,0,125,0.01,0.1,0.3,0.15,0,1,1.864409827,18938,126899,2075.39
125,1,125,0.01,0.1,0.3,0.15,0,23,43.329348,4336,29221,454.611
126,1,125,0.01,0.15,0.1,0.05,0,24,44.41353863,1171,11545,166.438
126,1,125,0.01,0.15,0.1,0.05,0,25,49.99342621,2047,18336,246.782
126,1,125,0.01,0.15,0.1,0.05,0,24,47.39540238,1127,11328,157.273
126,1,125,0.01,0.15,0.1,0.05,0,24,47.53852306,2928,27044,378.491
127,1,125,0.01,0.15,0.1,0.1,0,23,44.17659285,2973,24368,353.551
127,1,125,0.01,0.15,0.1,0.1,0,25,49.12491905,1431,11454,168.174
127,1,125,0.01,0.15,0.1,0.1,0,22,41.44729426,7159,56476,828.681
127,1,125,0.01,0.15,0.1,0.1,0,23,43.22167677,5100,30974,469.301
128,1,125,0.01,0.15,0.1,0.15,0,22,41.61162621,2925,20870,318.045
128,1,125,0.01,0.15,0.1,0.15,0,23,44.07442905,5036,35531,540.232
128,1,125,0.01,0.15,0.1,0.15,0,23,45.49368068,4334,33677,495.993
128,1,125,0.01,0.15,0.1,0.15,0,23,43.22209955,8191,60300,913.704
129,1,125,0.01,0.15,0.2,0.05,0,23,45.64792548,5214,39853,612.528
129,1,125,0.01,0.15,0.2,0.05,0,26,50.93780688,2373,23745,343.468
129,1,125,0.01,0.15,0.2,0.05,0,25,46.36091697,1456,16742,227.618
129,1,125,0.01,0.15,0.2,0.05,0,22,43.7699555,12702,105426,1594.21
130,1,125,0.01,0.15,0.2,0.1,0,24,47.60045913,3354,25070,355.588
130,1,125,0.01,0.15,0.2,0.1,0,21,41.24470059,7829,52440,729.526
130,1,125,0.01,0.15,0.2,0.1,0,23,44.70002358,3882,29239,411.293
130,1,125,0.01,0.15,0.2,0.1,0,23,44.53051425,2771,21807,313.454
131,1,125,0.01,0.15,0.2,0.15,0,24,46.56068669,7312,49394,740.597
131,1,125,0.01,0.15,0.2,0.15,0,25,47.4248481,4798,30214,445.847
131,0,125,0.01,0.15,0.2,0.15,0,1,1.886026881,19396,143078,2088.34
131,1,125,0.01,0.15,0.2,0.15,0,21,41.59529181,9566,70759,1066.56
132,1,125,0.01,0.15,0.3,0.05,0,25,47.47646442,1504,15297,211.609
132,1,125,0.01,0.15,0.3,0.05,0,26,49.27809484,856,8878,127.426
132,1,125,0.01,0.15,0.3,0.05,0,26,48.31064019,1341,12941,181.946
132,1,125,0.01,0.15,0.3,0.05,0,23,43.02491368,5256,34135,470.787
133,1,125,0.01,0.15,0.3,0.1,0,25,49.06953724,1475,15439,213.679
133,1,125,0.01,0.15,0.3,0.1,0,26,50.17700479,3223,20694,286.328
133,1,125,0.01,0.15,0.3,0.1,0,23,45.47417161,4400,33111,456.514
133,1,125,0.01,0.15,0.3,0.1,0,23,44.29935655,4117,36005,528.458
134,1,125,0.01,0.15,0.3,0.15,0,23,45.66310745,4364,33281,477.147
134,1,125,0.01,0.15,0.3,0.15,0,22,42.70449057,11531,83872,1234.08
134,1,125,0.01,0.15,0.3,0.15,0,21,41.20511079,5737,41140,597.778
134,1,125,0.01,0.15,0.3,0.15,0,21,41.33533288,14916,92385,1405.29
135,1,150,0.01,0.05,0.1,0.05,0,26,49.14070941,3452,26391,299.382
135,1,150,0.01,0.05,0.1,0.05,0,24,45.46444714,1754,15355,190.142
135,1,150,0.01,0.05,0.1,0.05,0,24,47.30912274,1654,15762,188.74
135,1,150,0.01,0.05,0.1,0.05,0,24,47.93474097,1400,16441,196.602
136,1,150,0.01,0.05,0.1,0.1,0,23,44.98912135,4014,36215,415.599
136,1,150,0.01,0.05,0.1,0.1,0,25,46.39160051,1401,13053,159.06
136,1,150,0.01,0.05,0.1,0.1,0,24,46.5540223,4436,30151,345.538
136,1,150,0.01,0.05,0.1,0.1,0,21,38.91750789,12192,98415,1169.54
137,1,150,0.01,0.05,0.1,0.15,0,23,44.87381483,3852,30110,366.238
137,1,150,0.01,0.05,0.1,0.15,0,21,40.88273608,6924,52871,690.644
137,1,150,0.01,0.05,0.1,0.15,0,22,43.81697172,2904,24011,297.479
137,1,150,0.01,0.05,0.1,0.15,0,22,41.70076397,10043,67718,798.528
138,1,150,0.01,0.05,0.2,0.05,0,24,45.52393143,2851,29952,340.48
138,1,150,0.01,0.05,0.2,0.05,0,23,44.45837285,3554,41383,460.654
138,1,150,0.01,0.05,0.2,0.05,0,25,48.38960564,3982,38684,430.723
138,1,150,0.01,0.05,0.2,0.05,0,26,49.88147389,1711,19214,214.564
139,1,150,0.01,0.05,0.2,0.1,0,25,46.4152644,3024,24118,285.81
139,1,150,0.01,0.05,0.2,0.1,0,25,46.63804543,2126,18029,211.342
139,1,150,0.01,0.05,0.2,0.1,0,25,47.60790783,2943,23999,279.968
139,1,150,0.01,0.05,0.2,0.1,0,23,45.44837471,3095,28033,335.923
140,1,150,0.01,0.05,0.2,0.15,0,24,46.2167524,6445,47580,552.256
140,0,150,0.01,0.05,0.2,0.15,0,1,1.856720068,17603,116022,1540.86
140,1,150,0.01,0.05,0.2,0.15,0,21,40.13588634,6093,44249,538.074
140,1,150,0.01,0.05,0.2,0.15,0,23,44.42125181,4056,33853,431.257
141,0,150,0.01,0.05,0.3,0.05,0,1,1.923887498,15173,134644,1473.49
141,1,150,0.01,0.05,0.3,0.05,0,26,48.44173904,2556,21545,250.555
141,1,150,0.01,0.05,0.3,0.05,0,22,43.12312358,13240,105840,1202.12
141,1,150,0.01,0.05,0.3,0.05,0,22,43.58733648,4920,42499,503.155
142,1,150,0.01,0.05,0.3,0.1,0,23,44.77011065,7056,54026,629.352
142,1,150,0.01,0.05,0.3,0.1,0,25,46.54391521,1536,15244,178.323
142,1,150,0.01,0.05,0.3,0.1,0,25,48.89455164,2014,16715,199.908
142,1,150,0.01,0.05,0.3,0.1,0,22,42.05463666,4274,35660,432.126
143,1,150,0.01,0.05,0.3,0.15,0,21,41.11411548,5485,39209,526.368
143,0,150,0.01,0.05,0.3,0.15,0,1,1.852480369,11870,93485,1601.53
143,1,150,0.01,0.05,0.3,0.15,0,22,42.0401369,7358,55963,709.475
143,1,150,0.01,0.05,0.3,0.15,0,24,45.79177325,7482,52798,679.991
144,1,150,0.01,0.1,0.1,0.05,0,25,49.31156163,4685,40339,452.241
144,1,150,0.01,0.1,0.1,0.05,0,23,43.23192199,3135,28025,320.515
144,1,150,0.01,0.1,0.1,0.05,0,24,45.35603166,5104,33919,401.026
144,1,150,0.01,0.1,0.1,0.05,0,23,43.80663723,1090,12694,146.657
145,1,150,0.01,0.1,0.1,0.1,0,24,47.77669728,2450,22914,263.291
145,1,150,0.01,0.1,0.1,0.1,0,22,43.09162153,5984,43268,501.168
145,1,150,0.01,0.1,0.1,0.1,0,22,41.57841042,2155,19069,240.489
145,1,150,0.01,0.1,0.1,0.1,0,23,45.59829654,5126,41622,483.724
146,1,150,0.01,0.1,0.1,0.15,0,23,45.89331631,5425,38694,496.027
146,1,150,0.01,0.1,0.1,0.15,0,22,42.34191709,8350,59302,750.314
146,1,150,0.01,0.1,0.1,0.15,0,21,39.67998631,5592,39914,504.958
146,1,150,0.01,0.1,0.1,0.15,0,22,43.24697651,7202,53115,680.927
147,1,150,0.01,0.1,0.2,0.05,0,23,44.01611992,1892,14256,176.47
147,1,150,0.01,0.1,0.2,0.05,0,26,48.22213701,1448,14016,161.296
147,1,150,0.01,0.1,0.2,0.05,0,25,49.17736853,3619,37762,427.134
147,1,150,0.01,0.1,0.2,0.05,0,24,45.50761844,3321,31804,357.841
148,1,150,0.01,0.1,0.2,0.1,0,24,45.49459247,1168,10769,132.901
148,1,150,0.01,0.1,0.2,0.1,0,24,45.34529231,4039,31452,377.205
148,1,150,0.01,0.1,0.2,0.1,0,21,41.51518598,3239,25911,311.05
148,1,150,0.01,0.1,0.2,0.1,0,24,46.58712418,4560,38257,446.131
149,1,150,0.01,0.1,0.2,0.15,0,22,43.96342552,10927,74370,962.236
149,1,150,0.01,0.1,0.2,0.15,0,23,42.89609826,3329,24035,294.691
149,0,150,0.01,0.1,0.2,0.15,0,1,1.868690623,16896,115899,1602.65
149,1,150,0.01,0.1,0.2,0.15,0,23,44.53612876,3129,24460,295.409
150,1,150,0.01,0.1,0.3,0.05,0,24,46.8917317,4244,23094,263.091
150,1,150,0.01,0.1,0.3,0.05,0,26,49.17668833,1171,13213,151.915
150,1,150,0.01,0.1,0.3,0.05,0,24,46.50779341,1452,14702,172.214
150,1,150,0.01,0.1,0.3,0.05,0,24,45.97622328,2882,23019,270.336
151,1,150,0.01,0.1,0.3,0.1,0,26,50.02630528,5383,39035,421.792
151,1,150,0.01,0.1,0.3,0.1,0,23,45.20092353,11842,77667,949.158
151,1,150,0.01,0.1,0.3,0.1,0,22,40.94927477,7059,51588,923.805
151,1,150,0.01,0.1,0.3,0.1,0,23,44.05568203,3445,26749,323.854
152,1,150,0.01,0.1,0.3,0.15,0,22,41.9976862,4114,29896,385.218
152,1,150,0.01,0.1,0.3,0.15,0,22,42.49481904,3812,30958,373.599
152,0,150,0.01,0.1,0.3,0.15,0,1,1.968247639,17255,118977,1571.85
152,1,150,0.01,0.1,0.3,0.15,0,24,46.99057103,2269,16680,215.449
153,1,150,0.01,0.15,0.1,0.05,0,25,46.44966164,1621,18257,202.612
153,1,150,0.01,0.15,0.1,0.05,0,23,42.75448991,5251,36040,533.341
153,1,150,0.01,0.15,0.1,0.05,0,25,46.68308646,1438,14801,172.047
153,1,150,0.01,0.15,0.1,0.05,0,25,47.10793642,2272,18741,221.041
154,1,150,0.01,0.15,0.1,0.1,0,23,44.00985529,2609,21172,241.857
154,1,150,0.01,0.15,0.1,0.1,0,25,49.04135395,1564,14822,177.873
154,1,150,0.01,0.15,0.1,0.1,0,22,43.45785465,3187,30863,384.734
154,1,150,0.01,0.15,0.1,0.1,0,24,46.63698229,2028,18396,217.001
155,1,150,0.01,0.15,0.1,0.15,0,23,44.46947213,3429,26979,330.648
155,1,150,0.01,0.15,0.1,0.15,0,22,41.10084047,2224,16733,214.731
155,1,150,0.01,0.15,0.1,0.15,0,22,42.41202973,7426,55710,681.245
155,1,150,0.01,0.15,0.1,0.15,0,24,44.95034965,3101,24141,294.157
156,1,150,0.01,0.15,0.2,0.05,0,24,46.34975326,2429,19928,236.015
156,1,150,0.01,0.15,0.2,0.05,0,24,45.85431931,1434,12866,151.314
156,1,150,0.01,0.15,0.2,0.05,0,25,49.64542886,2438,22485,250.688
156,1,150,0.01,0.15,0.2,0.05,0,23,45.77393951,981,10733,125.422
157,1,150,0.01,0.15,0.2,0.1,0,24,47.2565165,1607,13715,163.8
157,1,150,0.01,0.15,0.2,0.1,0,24,45.64800767,1755,16583,196.753
157,1,150,0.01,0.15,0.2,0.1,0,21,40.03071888,11519,91513,1112.88
157,1,150,0.01,0.15,0.2,0.1,0,23,43.63562512,5263,44348,534.261
158,1,150,0.01,0.15,0.2,0.15,0,23,44.65688687,8263,62696,759.947
158,1,150,0.01,0.15,0.2,0.15,0,23,44.59852455,1772,14964,187.905
158,1,150,0.01,0.15,0.2,0.15,0,23,43.80487589,4498,33449,412.261
158,1,150,0.01,0.15,0.2,0.15,0,23,44.16496384,10384,69814,900.893
159,1,150,0.01,0.15,0.3,0.05,0,23,44.74729159,1341,13069,154.936
159,1,150,0.01,0.15,0.3,0.05,0,25,47.84525266,1570,14860,175.736
159,1,150,0.01,0.15,0.3,0.05,0,24,45.95335352,6140,43331,509.214
159,1,150,0.01,0.15,0.3,0.05,0,25,49.68101369,1408,14950,173.015
160,1,150,0.01,0.15,0.3,0.1,0,22,43.84645252,4771,41328,499.415
160,1,150,0.01,0.15,0.3,0.1,0,23,44.19353859,5048,45495,544.58
160,1,150,0.01,0.15,0.3,0.1,0,25,46.67769255,3332,27893,320.015
160,1,150,0.01,0.15,0.3,0.1,0,25,48.30264773,1928,16435,194.199
161,1,150,0.01,0.15,0.3,0.15,0,22,42.42752222,2752,20639,262.039
