id,ukoñczony poziom,decyzyjne skoki,wartoœæ skoku decyzyjnego,wartoœæ ruchu decyzyjnego,wynikowe ruchy,wynikowe upadki,wynikowe skoki,wynikowy czas,upadki,skoki,czas
413,1,22,10,0.35,37,0,24,86.2251,895,2352,86.2251
414,1,22,10,0.375,37,0,26,84.8222,860,2280,84.8222
415,1,22,10,0.4,36,0,25,82.9684,840,2280,82.9684
416,0,22,10,0.425,0,0,0,59.1031,607,1728,59.1031
417,1,22,10,0.45,33,0,27,75.904,754,2064,75.904
418,1,22,10,0.475,34,0,26,75.4364,779,1992,75.4364
419,1,22,10,0.5,36,0,27,80.1293,701,1872,80.1293
420,1,22,10,0.525,35,0,27,77.8914,649,1752,77.8914
421,1,22,10,0.55,36,0,26,81.1648,697,1776,81.1648
422,0,22,10,0.575,0,0,0,59.0029,447,1296,59.0029
423,0,22,10,0.6,0,0,0,58.8693,451,1296,58.8693
424,1,22,10,0.625,34,0,28,77.023,604,1560,77.023
425,1,22,10,0.65,34,0,28,76.8727,606,1560,76.8727
426,1,22,10,0.675,35,0,29,79.645,608,1560,79.645
427,1,22,10,0.7,35,0,29,79.8955,583,1584,79.8955
428,1,22,10,0.725,35,0,29,79.7285,576,1512,79.7285
429,0,22,10,0.75,0,0,0,74.4511,533,1392,74.4511
430,0,22,10,0.775,0,0,0,27.7892,174,624,27.7892
431,1,22,10,0.8,36,0,28,82.0332,558,1488,82.0332
432,0,22,10,0.825,0,0,0,29.6764,192,600,29.6764
433,0,22,10,0.85,0,0,0,25.401,160,576,25.401
434,0,22,10,0.875,0,0,0,25.6348,191,576,25.6348
435,0,22,10,0.9,0,0,0,21.1423,140,552,21.1423
436,0,22,10,0.925,0,0,0,20.8417,135,528,20.8417
437,0,22,10,0.95,0,0,0,20.8417,159,528,20.8417
438,0,22,10,0.975,0,0,0,9.41874,32,264,9.41874
439,0,22,10,1,0,0,0,9.41874,32,264,9.41874
440,1,24,10,0.025,79,0,27,176.804,6148,15532,176.804
441,1,24,10,0.05,64,0,27,143.318,4584,11830,143.318
442,1,24,10,0.075,56,0,27,127.61,3215,8216,127.61
443,1,24,10,0.1,50,0,26,112.996,2724,7072,112.996
444,1,24,10,0.125,47,0,26,103.727,2061,5512,103.727
445,1,24,10,0.15,46,0,26,102.625,1942,4992,102.625
446,1,24,10,0.175,45,0,25,101.206,1638,4342,101.206
447,1,24,10,0.2,41,0,26,91.2019,1503,3900,91.2019
448,1,24,10,0.225,41,0,26,91.8031,1345,3536,91.8031
449,1,24,10,0.25,40,0,26,90.6174,1326,3302,90.6174
450,1,24,10,0.275,39,0,27,89.6153,1172,2990,89.6153
451,1,24,10,0.3,36,0,28,81.5155,1070,2912,81.5155
452,1,24,10,0.325,39,0,28,88.5799,1011,2704,88.5799
453,1,24,10,0.35,38,0,26,86.9933,1017,2652,86.9933
454,1,24,10,0.375,37,0,25,83.5864,948,2600,83.5864
455,1,24,10,0.4,38,0,27,84.5216,902,2496,84.5216
456,1,24,10,0.425,37,0,26,83.3192,895,2262,83.3192
457,1,24,10,0.45,35,0,26,79.1607,790,2132,79.1607
458,1,24,10,0.475,37,0,27,81.9497,817,2080,81.9497
459,0,24,10,0.5,0,0,0,63.3618,586,1638,63.3618
460,1,24,10,0.525,35,0,26,80.3631,759,2002,80.3631
461,0,24,10,0.55,0,0,0,61.0404,530,1534,61.0404
462,0,24,10,0.575,0,0,0,60.9068,501,1456,60.9068
463,0,24,10,0.6,0,0,0,60.9068,500,1456,60.9068
464,0,24,10,0.625,0,0,0,58.9862,477,1404,58.9862
465,1,24,10,0.65,35,0,28,79.3611,652,1742,79.3611
466,1,24,10,0.675,35,0,29,80.1126,641,1716,80.1126
467,1,24,10,0.7,35,0,29,80.2629,645,1716,80.2629
468,0,24,10,0.725,0,0,0,28.2735,198,676,28.2735
469,0,24,10,0.75,0,0,0,26.4698,166,650,26.4698
470,1,24,10,0.775,34,0,28,79.3277,621,1638,79.3277
471,0,24,10,0.8,0,0,0,33.7179,229,702,33.7179
472,0,24,10,0.825,0,0,0,30.3611,189,676,30.3611
473,0,24,10,0.85,0,0,0,26.403,184,650,26.403
474,0,24,10,0.875,0,0,0,26.403,185,650,26.403
475,0,24,10,0.9,0,0,0,20.8417,157,598,20.8417
476,0,24,10,0.925,0,0,0,21.0922,144,572,21.0922
477,0,24,10,0.95,0,0,0,21.0922,171,572,21.0922
478,0,24,10,0.975,0,0,0,9.41874,37,286,9.41874
479,0,24,10,1,0,0,0,9.41874,37,286,9.41874
480,1,26,10,0.025,75,0,25,163.183,5974,15616,163.183
481,1,26,10,0.05,65,0,25,141.548,4756,12050,141.548
482,1,26,10,0.075,54,0,25,118.908,3184,8190,118.908
483,1,26,10,0.1,50,0,26,108.704,2654,7020,108.704
484,1,26,10,0.125,43,0,25,95.1266,2106,5616,95.1266
485,1,26,10,0.15,47,0,26,102.809,1939,5096,102.809
486,1,26,10,0.175,42,0,26,92.1371,1598,4342,92.1371
487,1,26,10,0.2,44,0,26,99.5189,1656,4082,99.5189
488,0,26,10,0.225,0,0,0,70.5932,1127,2964,70.5932
489,1,26,10,0.25,42,0,28,95.2435,1328,3484,95.2435
490,1,26,10,0.275,36,0,24,82.8849,1207,3146,82.8849
491,1,26,10,0.3,38,0,26,85.1729,1082,2860,85.1729
492,1,26,10,0.325,38,0,27,84.8723,982,2704,84.8723
493,1,26,10,0.35,39,0,25,89.2646,957,2600,89.2646
494,1,26,10,0.375,37,0,27,82.3839,999,2600,82.3839
495,1,26,10,0.4,36,0,26,80.5969,897,2418,80.5969
496,1,26,10,0.425,32,0,26,72.2299,930,2314,72.2299
497,1,26,10,0.45,33,0,27,73.5993,781,2132,73.5993
498,1,26,10,0.475,35,0,27,78.0083,764,2080,78.0083
499,1,26,10,0.5,38,0,29,85.3232,783,2106,85.3232
500,1,26,10,0.525,35,0,26,79.7953,724,1976,79.7953
501,0,26,10,0.55,0,0,0,59.1031,529,1534,59.1031
502,0,26,10,0.575,0,0,0,72.7309,632,1716,72.7309
503,0,26,10,0.6,0,0,0,71.1944,619,1690,71.1944
504,0,26,10,0.625,0,0,0,71.1944,626,1664,71.1944
505,0,26,10,0.65,0,0,0,71.4282,566,1560,71.4282
506,0,26,10,0.675,0,0,0,71.5117,557,1534,71.5117
507,0,26,10,0.7,0,0,0,23.1965,162,676,23.1965
508,0,26,10,0.725,0,0,0,23.1965,160,650,23.1965
509,0,26,10,0.75,0,0,0,26.1692,162,650,26.1692
510,0,26,10,0.775,0,0,0,72.1798,568,1534,72.1798
511,0,26,10,0.8,0,0,0,74.1504,568,1534,74.1504
512,0,26,10,0.825,0,0,0,32.6658,213,676,32.6658
513,0,26,10,0.85,0,0,0,25.5012,180,650,25.5012
514,0,26,10,0.875,0,0,0,19.4221,170,624,19.4221
515,0,26,10,0.9,0,0,0,23.614,180,598,23.614
516,0,26,10,0.925,0,0,0,20.8417,138,546,20.8417
517,0,26,10,0.95,0,0,0,20.8417,136,546,20.8417
518,0,26,10,0.975,0,0,0,9.21834,36,286,9.21834
519,0,26,10,1,0,0,0,9.21834,36,286,9.21834
520,1,28,10,0.025,74,0,25,165.587,5688,15546,165.587
521,1,28,10,0.05,70,0,25,157.524,4869,12862,157.524
522,1,28,10,0.075,52,0,25,118.023,3390,8848,118.023
523,1,28,10,0.1,52,0,26,115.034,2912,7700,115.034
524,1,28,10,0.125,43,0,25,100.27,2235,6076,100.27
525,1,28,10,0.15,47,0,28,105.548,2022,5460,105.548
526,1,28,10,0.175,45,0,26,101.79,1729,4648,101.79
527,1,28,10,0.2,39,0,26,89.1978,1611,4340,89.1978
528,1,28,10,0.225,41,0,26,91.2019,1438,3948,91.2019
529,1,28,10,0.25,42,0,26,94.3416,1375,3696,94.3416
530,1,28,10,0.275,36,0,24,83.0185,1204,3276,83.0185
531,1,28,10,0.3,37,0,26,83.5864,1178,3220,83.5864
532,1,28,10,0.325,39,0,26,87.4609,1054,2884,87.4609
533,1,28,10,0.35,38,0,24,86.0748,1085,2828,86.0748
534,1,28,10,0.375,39,0,24,88.5465,942,2604,88.5465
535,1,28,10,0.4,39,0,25,88.1457,966,2688,88.1457
536,1,28,10,0.425,34,0,24,80.6303,944,2576,80.6303
537,1,28,10,0.45,36,0,25,81.9831,881,2464,81.9831
538,1,28,10,0.475,33,0,26,74.1504,822,2268,74.1504
539,0,28,10,0.5,0,0,0,59.4538,595,1736,59.4538
540,0,28,10,0.525,0,0,0,62.1092,562,1708,62.1092
541,0,28,10,0.55,0,0,0,61.7585,556,1652,61.7585
542,0,28,10,0.575,0,0,0,59.3703,549,1624,59.3703
543,0,28,10,0.6,0,0,0,59.6375,517,1540,59.6375
544,0,28,10,0.625,0,0,0,59.6542,530,1596,59.6542
545,0,28,10,0.65,0,0,0,60.1719,510,1540,60.1719
546,0,28,10,0.675,0,0,0,74.6515,620,1792,74.6515
547,1,28,10,0.7,35,0,28,79.0438,690,1876,79.0438
548,0,28,10,0.725,0,0,0,29.9436,230,784,29.9436
549,0,28,10,0.75,0,0,0,29.2588,198,756,29.2588
550,0,28,10,0.775,0,0,0,27.7558,200,700,27.7558
551,0,28,10,0.8,0,0,0,27.9562,203,700,27.9562
552,0,28,10,0.825,0,0,0,27.9729,164,672,27.9729
553,0,28,10,0.85,0,0,0,24.115,158,644,24.115
554,0,28,10,0.875,0,0,0,19.4221,184,672,19.4221
555,0,28,10,0.9,0,0,0,19.4722,137,588,19.4722
556,0,28,10,0.925,0,0,0,20.8417,149,588,20.8417
557,0,28,10,0.95,0,0,0,20.8417,148,588,20.8417
558,0,28,10,0.975,0,0,0,9.21834,37,308,9.21834
559,0,28,10,1,0,0,0,9.21834,37,308,9.21834
560,1,30,10,0.025,78,0,25,170.912,6510,17536,170.912
561,1,30,10,0.05,68,0,25,149.127,5106,13680,149.127
562,1,30,10,0.075,53,0,25,118.474,3538,9240,118.474
563,1,30,10,0.1,53,0,25,115.418,2987,8070,115.418
564,1,30,10,0.125,46,0,26,104.345,2504,6510,104.345
565,1,30,10,0.15,44,0,26,99.3519,2191,5790,99.3519
566,1,30,10,0.175,39,0,25,87.0434,1786,4980,87.0434
567,1,30,10,0.2,45,0,28,100.387,1862,4740,100.387
568,1,30,10,0.225,41,0,26,93.2895,1523,4170,93.2895
569,1,30,10,0.25,43,0,25,93.0891,1515,3840,93.0891
570,1,30,10,0.275,38,0,26,86.3921,1234,3420,86.3921
571,1,30,10,0.3,37,0,25,84.3546,1238,3390,84.3546
572,1,30,10,0.325,38,0,26,86.7762,1209,3180,86.7762
573,1,30,10,0.35,37,0,25,84.5884,1140,3090,84.5884
574,1,30,10,0.375,36,0,27,81.0646,1088,2880,81.0646
575,1,30,10,0.4,35,0,26,78.7766,985,2790,78.7766
576,0,30,10,0.425,0,0,0,59.0697,704,2100,59.0697
577,0,30,10,0.45,0,0,0,60.6562,722,2010,60.6562
578,0,30,10,0.475,0,0,0,57.0155,670,1950,57.0155
579,0,30,10,0.5,0,0,0,61.7418,596,1860,61.7418
580,0,30,10,0.525,0,0,0,64.2302,603,1890,64.2302
581,0,30,10,0.55,0,0,0,63.3451,590,1860,63.3451
582,0,30,10,0.575,0,0,0,73.95,672,1890,73.95
583,0,30,10,0.6,0,0,0,74.2673,717,1920,74.2673
584,0,30,10,0.625,0,0,0,72.1297,678,1890,72.1297
585,0,30,10,0.65,0,0,0,71.8123,665,1860,71.8123
586,0,30,10,0.675,0,0,0,72.4303,650,1830,72.4303
587,0,30,10,0.7,0,0,0,72.1297,671,1830,72.1297
588,0,30,10,0.725,0,0,0,69.7748,632,1800,69.7748
589,0,30,10,0.75,0,0,0,71.6119,632,1770,71.6119
590,0,30,10,0.775,0,0,0,27.4218,211,780,27.4218
591,0,30,10,0.8,0,0,0,25.9354,181,750,25.9354
592,0,30,10,0.825,0,0,0,29.4092,202,750,29.4092
593,0,30,10,0.85,0,0,0,29.4092,199,750,29.4092
594,0,30,10,0.875,0,0,0,25.2507,196,720,25.2507
595,0,30,10,0.9,0,0,0,25.2507,193,720,25.2507
596,0,30,10,0.925,0,0,0,20.8918,158,660,20.8918
597,0,30,10,0.95,0,0,0,20.5912,154,630,20.5912
598,0,30,10,0.975,0,0,0,20.8417,153,630,20.8417
599,0,30,10,1,0,0,0,20.8417,188,630,20.8417
600,1,32,10,0.025,81,0,27,178.373,7172,18704,178.373
601,1,32,10,0.05,70,0,26,151.681,5948,14928,151.681
602,1,32,10,0.075,56,0,27,124.37,3728,10016,124.37
603,1,32,10,0.1,55,0,26,121.313,3475,8928,121.313
604,1,32,10,0.125,45,0,27,101.89,2615,6944,101.89
605,1,32,10,0.15,43,0,26,93.9408,2422,6368,93.9408
606,1,32,10,0.175,40,0,26,89.0475,2141,5472,89.0475
607,1,32,10,0.2,41,0,26,91.4691,1838,4960,91.4691
608,1,32,10,0.225,40,0,28,88.2793,1655,4416,88.2793
609,1,32,10,0.25,40,0,28,91.1852,1587,4128,91.1852
610,1,32,10,0.275,36,0,25,79.6617,1416,3776,79.6617
611,1,32,10,0.3,35,0,25,79.6784,1383,3648,79.6784
612,1,32,10,0.325,37,0,24,82.7346,1247,3328,82.7346
613,1,32,10,0.35,36,0,26,82.4006,1130,3200,82.4006
614,1,32,10,0.375,41,0,27,90.3502,1114,3072,90.3502
615,1,32,10,0.4,41,0,27,91.0015,1092,3040,91.0015
616,1,32,10,0.425,37,0,27,83.4027,1056,2880,83.4027
617,0,32,10,0.45,0,0,0,74.4344,980,2624,74.4344
618,1,32,10,0.475,34,0,25,76.8059,983,2624,76.8059
619,0,32,10,0.5,0,0,0,27.1045,277,1088,27.1045
620,0,32,10,0.525,0,0,0,27.1546,240,992,27.1546
621,0,32,10,0.55,0,0,0,27.2882,239,992,27.2882
622,0,32,10,0.575,0,0,0,43.6716,422,1408,43.6716
623,0,32,10,0.6,0,0,0,43.371,398,1344,43.371
624,0,32,10,0.625,0,0,0,23.447,198,832,23.447
625,0,32,10,0.65,0,0,0,23.447,200,832,23.447
626,0,32,10,0.675,0,0,0,43.5881,385,1312,43.5881
627,0,32,10,0.7,0,0,0,43.5881,367,1280,43.5881
628,0,32,10,0.725,0,0,0,28.9415,271,928,28.9415
629,0,32,10,0.75,0,0,0,28.9415,273,896,28.9415
630,0,32,10,0.775,0,0,0,28.6409,263,864,28.6409
631,0,32,10,0.8,0,0,0,25.2006,220,832,25.2006
632,0,32,10,0.825,0,0,0,25.1839,203,768,25.1839
633,0,32,10,0.85,0,0,0,25.1839,199,768,25.1839
634,0,32,10,0.875,0,0,0,37.7094,344,1152,37.7094
635,0,32,10,0.9,0,0,0,20.6246,204,800,20.6246
636,0,32,10,0.925,0,0,0,19.205,207,768,19.205
637,0,32,10,0.95,0,0,0,21.7101,181,736,21.7101
638,0,32,10,0.975,0,0,0,20.6246,176,736,20.6246
639,0,32,10,1,0,0,0,18.9712,154,704,18.9712
640,1,34,10,0.025,84,0,27,187.388,7950,20812,187.388
641,1,34,10,0.05,65,0,26,145.388,6164,15810,145.388
642,1,34,10,0.075,58,0,27,130.665,4084,10778,130.665
643,1,34,10,0.1,52,0,26,116.387,3557,9418,116.387
644,1,34,10,0.125,48,0,27,107.802,2791,7378,107.802
645,1,34,10,0.15,41,0,26,90.584,2507,6766,90.584
646,1,34,10,0.175,42,0,25,94.2414,2137,5712,94.2414
647,1,34,10,0.2,42,0,24,93.1225,1994,5304,93.1225
648,1,34,10,0.225,39,0,25,86.843,1740,4760,86.843
649,1,34,10,0.25,39,0,25,85.6907,1702,4420,85.6907
650,1,34,10,0.275,38,0,27,85.3065,1490,4012,85.3065
651,1,34,10,0.3,35,0,25,79.9623,1463,3910,79.9623
652,1,34,10,0.325,37,0,24,83.0853,1307,3638,83.0853
653,1,34,10,0.35,37,0,27,84.5383,1283,3502,84.5383
654,1,34,10,0.375,39,0,26,85.4234,1162,3196,85.4234
655,1,34,10,0.4,36,0,25,79.8454,1198,3196,79.8454
656,1,34,10,0.425,35,0,25,80.0625,1139,2958,80.0625
657,1,34,10,0.45,35,0,27,80.0124,1154,2856,80.0124
658,1,34,10,0.475,33,0,26,74.902,1031,2890,74.902
659,1,34,10,0.5,35,0,26,78.2421,1057,2754,78.2421
660,0,34,10,0.525,0,0,0,44.8907,461,1530,44.8907
661,0,34,10,0.55,0,0,0,45.4753,458,1530,45.4753
662,0,34,10,0.575,0,0,0,43.204,449,1530,43.204
663,0,34,10,0.6,0,0,0,42.9034,420,1462,42.9034
664,0,34,10,0.625,0,0,0,41.4003,394,1360,41.4003
665,0,34,10,0.65,0,0,0,41.4003,393,1360,41.4003
666,0,34,10,0.675,0,0,0,45.8594,415,1428,45.8594
667,0,34,10,0.7,0,0,0,45.5755,396,1394,45.5755
668,0,34,10,0.725,0,0,0,42.0015,384,1360,42.0015
669,0,34,10,0.75,0,0,0,41.6007,384,1326,41.6007
670,0,34,10,0.775,0,0,0,41.417,347,1224,41.417
671,0,34,10,0.8,0,0,0,41.3836,350,1224,41.3836
672,0,34,10,0.825,0,0,0,39.5632,350,1190,39.5632
673,0,34,10,0.85,0,0,0,28.2735,253,850,28.2735
674,0,34,10,0.875,0,0,0,37.7428,340,1190,37.7428
675,0,34,10,0.9,0,0,0,20.6246,222,850,20.6246
676,0,34,10,0.925,0,0,0,19.205,218,816,19.205
677,0,34,10,0.95,0,0,0,21.66,184,782,21.66
678,0,34,10,0.975,0,0,0,20.6246,188,782,20.6246
679,0,34,10,1,0,0,0,19.0213,161,748,19.0213
680,1,36,10,0.025,83,0,27,187.037,9128,23294,187.037
681,1,36,10,0.05,65,0,26,141.215,6564,17100,141.215
682,1,36,10,0.075,56,0,27,125.555,4489,12008,125.555
683,1,36,10,0.1,54,0,26,120.879,4092,10602,120.879
684,1,36,10,0.125,44,0,27,100.087,3185,8360,100.087
685,1,36,10,0.15,44,0,26,96.4793,2919,7638,96.4793
686,1,36,10,0.175,39,0,26,88.0622,2477,6422,88.0622
687,1,36,10,0.2,41,0,26,93.1559,2150,5852,93.1559
688,1,36,10,0.225,38,0,28,85.1729,1897,5168,85.1729
689,1,36,10,0.25,40,0,28,90.6174,1944,4978,90.6174
690,1,36,10,0.275,35,0,25,78.1085,1604,4418,78.1085
691,1,36,10,0.3,35,0,26,80.0124,1637,4370,80.0124
692,1,36,10,0.325,37,0,26,83.7367,1562,3990,83.7367
693,1,36,10,0.35,36,0,25,81.6992,1390,3838,81.6992
694,1,36,10,0.375,41,0,26,93.4899,1274,3496,93.4899
695,1,36,10,0.4,40,0,26,90.3168,1275,3458,90.3168
696,1,36,10,0.425,38,0,27,87.0768,1238,3382,87.0768
697,1,36,10,0.45,33,0,26,77.7411,1257,3344,77.7411
698,1,36,10,0.475,34,0,25,78.2421,1183,3154,78.2421
699,0,36,10,0.5,0,0,0,27.5053,331,1292,27.5053
700,0,36,10,0.525,0,0,0,27.4719,273,1140,27.4719
701,0,36,10,0.55,0,0,0,27.6222,286,1178,27.6222
702,0,36,10,0.575,0,0,0,44.6903,481,1634,44.6903
703,0,36,10,0.6,0,0,0,44.5734,449,1558,44.5734
704,0,36,10,0.625,0,0,0,23.8144,231,988,23.8144
705,0,36,10,0.65,0,0,0,23.8144,233,988,23.8144
706,0,36,10,0.675,0,0,0,44.1726,455,1558,44.1726
707,0,36,10,0.7,0,0,0,43.8887,437,1520,43.8887
708,0,36,10,0.725,0,0,0,42.7029,431,1520,42.7029
709,0,36,10,0.75,0,0,0,42.6862,430,1444,42.6862
710,0,36,10,0.775,0,0,0,42.6194,393,1368,42.6194
711,0,36,10,0.8,0,0,0,42.0182,395,1368,42.0182
712,0,36,10,0.825,0,0,0,24.0482,225,912,24.0482
713,0,36,10,0.85,0,0,0,24.0482,223,912,24.0482
714,0,36,10,0.875,0,0,0,38.5779,388,1330,38.5779
715,0,36,10,0.9,0,0,0,21.159,241,950,21.159
716,0,36,10,0.925,0,0,0,19.4221,245,912,19.4221
717,0,36,10,0.95,0,0,0,21.6266,207,874,21.6266
718,0,36,10,0.975,0,0,0,20.8751,204,874,20.8751
719,0,36,10,1,0,0,0,19.2718,183,836,19.2718
720,1,38,10,0.025,75,0,26,168.074,7826,21340,168.074
721,1,38,10,0.05,71,0,26,160.345,6737,17652,160.345
722,1,38,10,0.075,55,0,26,122.9,4453,11780,122.9
723,1,38,10,0.1,52,0,26,117.522,4036,10450,117.522
724,1,38,10,0.125,46,0,26,101.907,2984,8132,101.907
725,1,38,10,0.15,44,0,26,98.0659,2865,7448,98.0659
726,1,38,10,0.175,43,0,24,95.9115,2328,6270,95.9115
727,1,38,10,0.2,41,0,25,91.8866,2157,5928,91.8866
728,1,38,10,0.225,39,0,23,87.3941,1837,5168,87.3941
729,1,38,10,0.25,41,0,27,92.872,1772,4940,92.872
730,1,38,10,0.275,38,0,26,85.4234,1683,4522,85.4234
731,1,38,10,0.3,34,0,24,78.5761,1564,4408,78.5761
732,1,38,10,0.325,37,0,25,83.8035,1427,3990,83.8035
733,1,38,10,0.35,35,0,25,80.8307,1328,3724,80.8307
734,1,38,10,0.375,40,0,26,90.6174,1339,3610,90.6174
735,0,38,10,0.4,0,0,0,90.3168,1247,3344,90.3168
736,0,38,10,0.425,0,0,0,76.6723,1134,3154,76.6723
737,1,38,10,0.45,36,0,26,81.4821,1146,3154,81.4821
738,1,38,10,0.475,34,0,25,77.1566,1125,3040,77.1566
739,1,38,10,0.5,36,0,25,81.0646,1053,2964,81.0646
740,0,38,10,0.525,0,0,0,48.0639,537,1824,48.0639
741,0,38,10,0.55,0,0,0,46.6109,510,1748,46.6109
742,0,38,10,0.575,0,0,0,44.2895,488,1672,44.2895
743,0,38,10,0.6,0,0,0,27.856,291,1140,27.856
744,0,38,10,0.625,0,0,0,41.9848,460,1596,41.9848
745,0,38,10,0.65,0,0,0,41.9848,460,1596,41.9848
746,0,38,10,0.675,0,0,0,25.8352,256,1026,25.8352
747,0,38,10,0.7,0,0,0,25.8352,234,988,25.8352
748,0,38,10,0.725,0,0,0,42.1852,427,1520,42.1852
749,0,38,10,0.75,0,0,0,41.7009,413,1444,41.7009
750,0,38,10,0.775,0,0,0,42.1685,419,1444,42.1685
751,0,38,10,0.8,0,0,0,42.1685,412,1406,42.1685
752,0,38,10,0.825,0,0,0,25.1839,251,950,25.1839
753,0,38,10,0.85,0,0,0,25.1839,246,950,25.1839
754,0,38,10,0.875,0,0,0,21.4763,194,836,21.4763
755,0,38,10,0.9,0,0,0,19.1549,196,836,19.1549
756,0,38,10,0.925,0,0,0,21.2759,219,912,21.2759
757,0,38,10,0.95,0,0,0,21.159,214,874,21.159
758,0,38,10,0.975,0,0,0,20.658,196,836,20.658
759,0,38,10,1,0,0,0,19.1048,171,798,19.1048
760,1,40,10,0.025,74,0,26,163.75,8261,22520,163.75
761,1,40,10,0.05,68,0,26,151.731,7144,18674,151.731
762,1,40,10,0.075,55,0,26,124.086,4681,12640,124.086
763,1,40,10,0.1,49,0,26,107.519,3944,10800,107.519
764,1,40,10,0.125,43,0,26,95.5608,3243,8640,95.5608
765,1,40,10,0.15,43,0,26,97.4814,2895,7960,97.4814
766,1,40,10,0.175,40,0,26,90.5339,2474,6720,90.5339
767,1,40,10,0.2,42,0,25,95.6276,2337,6280,95.6276
768,1,40,10,0.225,36,0,26,80.9476,2040,5560,80.9476
769,1,40,10,0.25,39,0,27,90.0162,1891,5120,90.0162
770,1,40,10,0.275,37,0,27,83.7868,1717,4760,83.7868
771,1,40,10,0.3,34,0,24,77.7578,1567,4520,77.7578
772,1,40,10,0.325,37,0,27,83.3025,1529,4240,83.3025
773,1,40,10,0.35,37,0,27,83.5029,1444,4040,83.5029
774,1,40,10,0.375,40,0,27,88.8638,1324,3800,88.8638
775,1,40,10,0.4,40,0,27,90.4671,1288,3720,90.4671
776,1,40,10,0.425,33,0,26,75.8539,1304,3400,75.8539
777,1,40,10,0.45,32,0,25,73.3655,1155,3280,73.3655
778,1,40,10,0.475,34,0,26,76.6389,1191,3200,76.6389
779,1,40,10,0.5,36,0,27,80.3297,1128,3160,80.3297
780,1,40,10,0.525,33,0,26,75.2694,1098,3120,75.2694
781,0,40,10,0.55,0,0,0,46.7779,529,1840,46.7779
782,0,40,10,0.575,0,0,0,44.5066,509,1720,44.5066
783,0,40,10,0.6,0,0,0,44.3062,512,1720,44.3062
784,0,40,10,0.625,0,0,0,41.9347,504,1640,41.9347
785,0,40,10,0.65,0,0,0,42.085,448,1600,42.085
786,0,40,10,0.675,0,0,0,44.5567,465,1600,44.5567
787,0,40,10,0.7,0,0,0,44.5567,432,1520,44.5567
788,0,40,10,0.725,0,0,0,25.735,274,1120,25.735
789,0,40,10,0.75,0,0,0,24.8498,264,1040,24.8498
790,0,40,10,0.775,0,0,0,28.3403,324,1080,28.3403
791,0,40,10,0.8,0,0,0,25.0336,273,1040,25.0336
792,0,40,10,0.825,0,0,0,39.9306,408,1440,39.9306
793,0,40,10,0.85,0,0,0,28.2401,300,1040,28.2401
794,0,40,10,0.875,0,0,0,26.3863,270,960,26.3863
795,0,40,10,0.9,0,0,0,19.205,200,880,19.205
796,0,40,10,0.925,0,0,0,21.2091,218,960,21.2091
797,0,40,10,0.95,0,0,0,21.0588,213,920,21.0588
798,0,40,10,0.975,0,0,0,20.6914,206,880,20.6914
799,0,40,10,1,0,0,0,19.1549,178,840,19.1549
800,1,42,10,0.025,83,0,27,182.547,9824,25858,182.547
801,1,42,10,0.05,70,0,25,153.718,7464,19888,153.718
802,1,42,10,0.075,54,0,27,120.746,5042,13596,120.746
803,1,42,10,0.1,53,0,25,119.576,4649,12144,119.576
804,1,42,10,0.125,51,0,26,115.568,3577,9504,115.568
805,1,42,10,0.15,45,0,25,100.354,3294,8668,100.354
806,1,42,10,0.175,43,0,24,95.1433,2602,7172,95.1433
807,1,42,10,0.2,44,0,26,99.8028,2676,6952,99.8028
808,1,42,10,0.225,41,0,26,91.0516,2151,5896,91.0516
809,1,42,10,0.25,42,0,28,95.4439,2083,5720,95.4439
810,1,42,10,0.275,37,0,25,83.5864,1945,5192,83.5864
811,1,42,10,0.3,37,0,24,85.6072,1853,5060,85.6072
812,1,42,10,0.325,37,0,25,84.0039,1851,4752,84.0039
813,1,42,10,0.35,39,0,27,87.5945,1643,4444,87.5945
814,1,42,10,0.375,41,0,27,92.3543,1618,4312,92.3543
815,1,42,10,0.4,40,0,27,90.0997,1584,4180,90.0997
816,1,42,10,0.425,36,0,27,80.5301,1523,4004,80.5301
817,1,42,10,0.45,35,0,27,78.6763,1401,3784,78.6763
818,1,42,10,0.475,36,0,27,80.8808,1396,3740,80.8808
819,1,42,10,0.5,36,0,26,80.5802,1220,3432,80.5802
820,1,42,10,0.525,36,0,26,81.4821,1283,3476,81.4821
821,1,42,10,0.55,35,0,25,79.5782,1202,3432,79.5782
822,0,42,10,0.575,0,0,0,71.1944,1130,3124,71.1944
823,0,42,10,0.6,0,0,0,70.3427,1031,2948,70.3427
824,0,42,10,0.625,0,0,0,76.9729,1072,2992,76.9729
825,0,42,10,0.65,0,0,0,30.7285,367,1276,30.7285
826,0,42,10,0.675,0,0,0,27.8059,311,1276,27.8059
827,0,42,10,0.7,0,0,0,27.856,277,1188,27.856
828,0,42,10,0.725,0,0,0,23.5305,258,1144,23.5305
829,0,42,10,0.75,0,0,0,23.5305,257,1100,23.5305
830,0,42,10,0.775,0,0,0,28.4405,288,1144,28.4405
831,0,42,10,0.8,0,0,0,26.8205,278,1100,26.8205
832,0,42,10,0.825,0,0,0,28.19,273,1100,28.19
833,0,42,10,0.85,0,0,0,28.19,269,1100,28.19
834,0,42,10,0.875,0,0,0,20.825,254,1056,20.825
835,0,42,10,0.9,0,0,0,19.8563,231,1012,19.8563
836,0,42,10,0.925,0,0,0,20.0734,230,1056,20.0734
