id,ukoñczony poziom,liczba postaci,epsilon,wynikowe upadki,wynikowe skoki,wynikowy czas,upadki,skoki,czas
68,1,60,0.2,10,555,1301.29,13093,33300,1301.29
68,1,60,0.2,1,123,283.573,2628,7380,283.573
68,1,60,0.2,8,632,1520.27,14676,37920,1520.27
68,1,60,0.2,10,982,2200.92,23665,58920,2200.92
68,1,60,0.2,29,1561,3611.93,38164,93660,3611.93
68,1,60,0.2,10,734,1759.47,16559,44040,1759.47
68,1,60,0.2,3,161,355.103,3462,9660,355.103
68,1,60,0.2,14,1039,2476.77,25253,62340,2476.77
68,1,60,0.2,6,572,1289.03,13810,34320,1289.03
68,1,60,0.2,10,995,2234.37,22990,59700,2234.37
68,1,60,0.2,22,1487,3477.86,35889,89220,3477.86
69,1,60,0.25,3,161,382.096,3788,9660,382.096
69,1,60,0.25,15,1006,2292.13,22879,60360,2292.13
69,1,60,0.25,6,534,1178.64,12042,32040,1178.64
69,1,60,0.25,4,348,837.628,8134,20880,837.628
69,0,60,0.25,25,1560,3618.89,37821,93660,3618.89
69,1,60,0.25,11,947,2038.18,22033,56820,2038.18
69,1,60,0.25,23,1319,2972.14,30139,79140,2972.14
69,1,60,0.25,4,475,1093.78,11451,28500,1093.78
69,1,60,0.25,1,112,289.216,2777,6720,289.216
69,1,60,0.25,6,415,942.552,10084,24900,942.552
69,1,60,0.25,11,791,1842.77,19164,47460,1842.77
69,1,60,0.25,18,1112,2643.5,26766,66720,2643.5
69,1,60,0.25,7,478,1062.43,10954,28680,1062.43
69,1,60,0.25,6,473,1059.97,12087,28380,1059.97
69,1,60,0.25,4,314,702.083,7365,18840,702.083
69,1,60,0.25,3,300,707.451,7470,18000,707.451
69,1,60,0.25,1,160,364.502,3350,9600,364.502
69,0,60,0.25,32,1645,3772.9,40292,98760,3772.9
69,1,60,0.25,5,541,1242.52,13079,32460,1242.52
69,1,60,0.25,21,1121,2576.03,26293,67260,2576.03
69,0,60,0.25,29,1538,3695.42,37648,92340,3695.42
69,1,60,0.25,2,195,443.827,4661,11700,443.827
69,1,60,0.25,9,695,1603.95,17470,41700,1603.95
69,0,60,0.25,27,1617,3718.91,39949,97080,3718.91
70,1,60,0.3,12,1262,2817.2,28911,75720,2817.2
70,1,60,0.3,12,766,1642.1,18105,45960,1642.1
70,1,60,0.3,1,106,231.992,2476,6360,231.992
70,1,60,0.3,8,775,1702.22,18112,46500,1702.22
70,1,60,0.3,1,60,134.12,1565,3600,134.12
70,0,60,0.3,29,1702,3792.54,39517,102180,3792.54
70,1,60,0.3,14,772,1719.05,18131,46320,1719.05
70,1,60,0.3,21,1196,2760.94,27395,71760,2760.94
70,1,60,0.3,4,354,770.834,8221,21240,770.834
70,1,60,0.3,12,640,1470.45,14969,38400,1470.45
70,1,60,0.3,13,1275,2837.31,30608,76500,2837.31
70,0,60,0.3,16,1638,3740.25,38736,98340,3740.25
70,1,60,0.3,9,541,1275.05,13085,32460,1275.05
70,0,60,0.3,19,1688,3758.24,39799,101340,3758.24
70,1,60,0.3,6,563,1234.7,13054,33780,1234.7
70,0,60,0.3,27,1755,3845.37,41620,105300,3845.37
70,0,60,0.3,31,1628,3759.11,39247,97740,3759.11
70,1,60,0.3,12,774,1725.42,18139,46440,1725.42
70,1,60,0.3,10,999,2226.58,24023,59940,2226.58
70,1,60,0.3,5,439,1064.32,10472,26340,1064.32
70,0,60,0.3,31,1729,3838.94,41012,103800,3838.94
70,1,60,0.3,17,942,2053.15,20449,56520,2053.15
70,0,60,0.3,25,1709,3810.7,39648,102600,3810.7
70,0,60,0.3,35,1788,3878.85,42954,107340,3878.85
71,1,60,0.35,8,665,1476.15,15567,39900,1476.15
71,0,60,0.35,30,1795,3903.62,41514,107760,3903.62
71,1,60,0.35,4,275,568.294,6140,16500,568.294
71,1,60,0.35,11,1054,2434.32,25398,63240,2434.32
71,1,60,0.35,16,1210,2707.71,28694,72600,2707.71
71,1,60,0.35,12,675,1475.4,15978,40500,1475.4
71,1,60,0.35,10,878,1959.9,20374,52680,1959.9
71,0,60,0.35,22,1786,3874.27,40932,107220,3874.27
71,1,60,0.35,9,519,1176.88,12081,31140,1176.88
71,0,60,0.35,17,1687,3826.08,40312,101280,3826.08
71,1,60,0.35,5,337,760.131,7458,20220,760.131
71,1,60,0.35,18,1130,2492.37,25318,67800,2492.37
71,1,60,0.35,11,592,1352.85,13971,35520,1352.85
71,0,60,0.35,22,1805,3885.25,42261,108360,3885.25
71,0,60,0.35,36,1879,3958.84,42487,112740,3958.84
71,0,60,0.35,33,1727,3821.45,40542,103680,3821.45
71,1,60,0.35,2,257,578.395,5873,15420,578.395
71,1,60,0.35,7,576,1238.46,13207,34560,1238.46
71,1,60,0.35,9,799,1755.52,18913,47940,1755.52
71,1,60,0.35,19,1071,2509.59,25581,64260,2509.59
71,0,60,0.35,22,1762,3768.77,41232,105780,3768.77
71,0,60,0.35,26,1741,3788.67,40139,104520,3788.67
71,0,60,0.35,17,1655,3712.54,39436,99360,3712.54
71,1,60,0.35,4,212,493.99,4901,12720,493.99
72,1,60,0.4,18,1571,3432.11,36484,94260,3432.11
72,1,60,0.4,5,301,674.84,7047,18060,674.84
72,1,60,0.4,3,373,806.288,8336,22380,806.288
72,1,60,0.4,2,181,405.4,4462,10860,405.4
72,1,60,0.4,9,820,1745.09,18472,49200,1745.09
72,1,60,0.4,4,299,655.641,7016,17940,655.641
72,0,60,0.4,23,1677,3712.69,38691,100680,3712.69
72,0,60,0.4,25,1859,3902.54,42426,111600,3902.54
72,1,60,0.4,18,1262,2761.45,29344,75720,2761.45
72,0,60,0.4,27,1869,3903.47,42856,112200,3903.47
72,1,60,0.4,1,85,174.985,1773,5100,174.985
72,0,60,0.4,17,1700,3754.46,39237,102058,3754.46
72,0,60,0.4,19,1726,3768.45,39506,103620,3768.45
72,1,60,0.4,4,323,678.034,7183,19380,678.034
72,0,60,0.4,28,1707,3777.65,39396,102480,3777.65
72,0,60,0.4,31,1671,3696.1,38626,100296,3696.1
72,1,60,0.4,1,176,416.785,4293,10560,416.785
72,1,60,0.4,8,743,1590.14,16877,44580,1590.14
72,1,60,0.4,20,1693,3625.32,38440,101580,3625.32
72,1,60,0.4,0,56,126.891,1186,3360,126.891
72,1,60,0.4,8,724,1628.27,16807,43440,1628.27
72,0,60,0.4,32,1657,3735.98,39215,99480,3735.98
72,0,60,0.4,30,1677,3734.39,38564,100680,3734.39
72,1,60,0.4,4,368,753.073,8549,22080,753.073
73,0,60,0.45,19,1822,3911.29,41067,109320,3911.29
73,0,60,0.45,27,1824,3891.49,41651,109454,3891.49
73,0,60,0.45,21,1793,3865.76,40126,107640,3865.76
73,1,60,0.45,18,1384,2979.93,32333,83040,2979.93
73,0,60,0.45,35,1789,3827.11,40619,107400,3827.11
73,1,60,0.45,16,1192,2519.45,26341,71520,2519.45
73,1,60,0.45,2,151,324.004,3417,9060,324.004
73,0,60,0.45,19,1781,3830.79,40023,106920,3830.79
73,1,60,0.45,32,1663,3608.85,38356,99780,3608.85
73,0,60,0.45,27,1683,3614.51,37440,101040,3614.51
73,0,60,0.45,29,1807,3884.83,41441,108480,3884.83
73,0,60,0.45,28,1785,3814.52,40633,107160,3814.52
73,0,60,0.45,31,1819,3862.14,41603,109200,3862.14
73,0,60,0.45,32,1809,3849.47,40485,108600,3849.47
73,1,60,0.45,13,983,2109.54,22582,58980,2109.54
73,0,60,0.45,21,1857,3920.71,41728,111480,3920.71
73,0,60,0.45,30,1829,3905.65,41214,109800,3905.65
73,0,60,0.45,22,1882,3915.86,41694,112980,3915.86
73,0,60,0.45,28,1862,3897.3,41039,111780,3897.3
73,1,60,0.45,19,1491,3160.22,33917,89460,3160.22
73,0,60,0.45,18,1768,3809.49,39823,106140,3809.49
73,1,60,0.45,21,1680,3655.88,38402,100800,3655.88
73,0,60,0.45,23,1755,3791.05,39419,105316,3791.05
73,1,60,0.45,14,790,1722.94,18189,47400,1722.94
74,1,60,0.5,6,400,904.589,9207,24000,904.589
74,0,60,0.5,35,1895,3977.97,42149,113705,3977.97
74,1,60,0.5,5,334,686.664,7352,20040,686.664
74,1,60,0.5,17,1668,3575.54,37851,100080,3575.54
74,1,60,0.5,14,813,1746.52,18397,48780,1746.52
74,1,60,0.5,5,489,1105.93,11042,29340,1105.93
74,1,60,0.5,6,665,1434.04,14696,39900,1434.04
74,1,60,0.5,5,280,579.566,5796,16800,579.566
74,0,60,0.5,29,1808,3900,40700,108540,3900
74,0,60,0.5,29,1864,3982.66,41512,111876,3982.66
74,1,60,0.5,19,1589,3340.17,34687,95340,3340.17
74,0,60,0.5,36,1913,4017.11,42160,114823,4017.11
74,1,60,0.5,5,442,958.774,9572,26520,958.774
74,1,60,0.5,5,428,875.791,9646,25680,875.791
74,0,60,0.5,33,1851,3939.02,41440,111120,3939.02
74,0,60,0.5,35,1887,3995.68,41478,113221,3995.68
74,0,60,0.5,29,1920,3979.97,41624,115260,3979.97
74,0,60,0.5,34,1851,3946.7,41456,111120,3946.7
74,0,60,0.5,21,1907,3976.74,42070,114420,3976.74
74,0,60,0.5,25,1938,4027.6,42544,116340,4027.6
74,0,60,0.5,19,1844,3875.92,41062,110640,3875.92
74,0,60,0.5,28,1720,3742.04,39139,103236,3742.04
74,1,60,0.5,9,528,1115.64,11571,31680,1115.64
74,0,60,0.5,25,1855,3914.55,41691,111360,3914.55
75,0,60,0.55,21,1870,3944.08,41755,112260,3944.08
75,1,60,0.55,29,1906,3962.84,41655,114360,3962.84
75,0,60,0.55,34,1861,3949.66,40542,111720,3949.66
75,0,60,0.55,19,1907,3996.36,41535,114480,3996.36
75,0,60,0.55,35,1918,4000.46,41539,115080,4000.46
75,0,60,0.55,23,1916,4010.95,42210,115000,4010.95
75,0,60,0.55,31,1973,4063.91,42539,118440,4063.91
75,1,60,0.55,8,497,1066.67,10933,29820,1066.67
75,0,60,0.55,18,1851,3943.24,41750,111120,3943.24
75,0,60,0.55,24,1944,4014.97,42115,116662,4014.97
75,1,60,0.55,22,1714,3641.95,37661,102840,3641.95
75,0,60,0.55,31,1943,4040.55,42007,116640,4040.55
75,0,60,0.55,23,1897,3979.51,41819,113826,3979.51
75,0,60,0.55,34,1816,3904.27,40089,109020,3904.27
75,0,60,0.55,19,1937,4025.88,41840,116280,4025.88
75,0,60,0.55,36,1862,3945.56,41672,111780,3945.56
75,0,60,0.55,30,1835,3920.76,41137,110160,3920.76
75,0,60,0.55,33,1902,4011.88,41057,114147,4011.88
75,0,60,0.55,23,1980,4074.99,42428,118801,4074.99
75,0,60,0.55,34,1875,3981.34,41270,112560,3981.34
75,0,60,0.55,35,1904,3979.38,42255,114300,3979.38
75,0,60,0.55,31,1905,4002.22,42774,114360,4002.22
75,0,60,0.55,37,1900,3971.76,41517,114060,3971.76
75,0,60,0.55,31,1868,3958.39,40596,112140,3958.39
76,1,60,0.6,24,1481,3121.09,32350,88860,3121.09
76,0,60,0.6,38,1938,4024.7,41775,116340,4024.7
76,0,60,0.6,20,1966,4055.25,42363,117995,4055.25
76,0,60,0.6,21,1975,4073.39,43018,118560,4073.39
76,0,60,0.6,35,1907,3953.51,41175,114480,3953.51
76,0,60,0.6,23,1879,3973.55,40808,112800,3973.55
76,0,60,0.6,32,1807,3887.3,41123,108480,3887.3
76,0,60,0.6,23,1930,4021.61,41839,115860,4021.61
76,0,60,0.6,26,1961,4065.32,41895,117681,4065.32
76,0,60,0.6,24,1965,4048.61,42868,117953,4048.61
76,0,60,0.6,22,1919,4008.74,41403,115200,4008.74
76,0,60,0.6,28,2014,4108.62,42446,120849,4108.62
76,0,60,0.6,33,1949,4044.12,42299,117000,4044.12
76,0,60,0.6,21,1969,4060.62,41275,118200,4060.62
76,1,60,0.6,35,1786,3790.22,39193,107160,3790.22
76,0,60,0.6,28,1868,3971.03,40609,112131,3971.03
76,1,60,0.6,15,1376,2926.24,30285,82560,2926.24
76,0,60,0.6,25,1969,4063,42005,118141,4063
76,0,60,0.6,21,1983,4070.6,43357,119040,4070.6
76,0,60,0.6,37,1921,4021.54,41861,115307,4021.54
76,1,60,0.6,11,670,1407.54,14359,40200,1407.54
76,0,60,0.6,38,1922,4022.04,41531,115380,4022.04
76,0,60,0.6,36,1968,4090.13,43372,118140,4090.13
76,1,60,0.6,12,952,1992.7,20701,57120,1992.7
77,0,60,0.65,33,2000,4094.01,42131,120060,4094.01
77,0,60,0.65,33,1952,4036.14,41825,117142,4036.14
77,0,60,0.65,29,1897,3988.04,41404,113866,3988.04
77,1,60,0.65,18,1076,2296.71,23296,64560,2296.71
77,1,60,0.65,20,1463,3033.09,30887,87780,3033.09
77,0,60,0.65,22,1918,4033.61,40984,115140,4033.61
77,0,60,0.65,32,1896,3980.9,41091,113820,3980.9
77,0,60,0.65,20,1860,3948.17,41176,111660,3948.17
77,0,60,0.65,34,1977,4076.28,42364,118680,4076.28
77,0,60,0.65,22,1892,3951.95,40644,113580,3951.95
77,0,60,0.65,26,1963,4022.62,40816,117780,4022.62
77,0,60,0.65,32,1886,3891.12,40795,113189,3891.12
77,0,60,0.65,37,1955,3991.2,41325,117360,3991.2
77,1,60,0.65,4,399,829.417,8348,23940,829.417
77,1,60,0.65,11,1084,2252.42,23170,65040,2252.42
77,1,60,0.65,13,823,1691.35,16961,49380,1691.35
77,0,60,0.65,22,2009,4086.54,43288,120600,4086.54
77,0,60,0.65,32,1887,3944.63,41149,113280,3944.63
77,0,60,0.65,26,1905,3986,40947,114360,3986
77,0,60,0.65,33,1877,3944.43,40239,112680,3944.43
77,0,60,0.65,25,2030,4161.55,42579,121860,4161.55
77,0,60,0.65,26,2015,4140.66,42295,120960,4140.66
77,0,60,0.65,35,1929,4020,41658,115766,4020
77,0,60,0.65,20,1984,4107.74,42780,119100,4107.74
78,1,70,0.05,7,549,1620.75,17924,38430,1620.75
78,1,70,0.05,5,350,802.659,8451,24500,802.659
78,1,70,0.05,8,454,1094.47,11285,31780,1094.47
78,1,70,0.05,6,392,1107.66,12492,27440,1107.66
78,1,70,0.05,6,348,809.047,8271,24360,809.047
78,1,70,0.05,3,376,897.047,9566,26320,897.047
78,1,70,0.05,1,87,176.687,1843,6090,176.687
78,1,70,0.05,1,91,205.733,2777,6370,205.733
78,1,70,0.05,2,147,377.539,4431,10290,377.539
78,1,70,0.05,13,879,2277.98,23574,61530,2277.98
78,1,70,0.05,10,561,1601.5,17791,39270,1601.5
78,1,70,0.05,3,312,609.417,5883,21840,609.417
78,1,70,0.05,2,269,753.24,8539,18830,753.24
78,1,70,0.05,9,514,1372.82,14728,35980,1372.82
78,1,70,0.05,3,260,706.799,7670,18200,706.799
78,1,70,0.05,4,239,536.285,5113,16730,536.285
78,1,70,0.05,10,699,1795.64,18082,48930,1795.64
78,1,70,0.05,3,319,695.828,7212,22330,695.828
78,1,70,0.05,4,323,742.052,7549,22610,742.052
78,1,70,0.05,19,1012,2967.16,30812,70840,2967.16
78,1,70,0.05,19,1084,2465.05,25733,75880,2465.05
78,1,70,0.05,7,570,1570.61,16952,39900,1570.61
78,1,70,0.05,11,1070,2825.47,30803,74900,2825.47
78,1,70,0.05,5,298,630.589,6757,20860,630.589
79,1,70,0.1,3,232,529.662,5917,16240,529.662
79,1,70,0.1,2,159,364.685,3632,11130,364.685
79,1,70,0.1,4,353,850.338,9404,24710,850.338
79,1,70,0.1,8,655,1550.22,17710,45850,1550.22
79,1,70,0.1,2,168,403.864,4413,11760,403.864
79,1,70,0.1,3,209,570.468,6026,14630,570.468
79,1,70,0.1,7,390,1073.63,11622,27300,1073.63
79,0,70,0.1,17,1200,3101.4,32856,84070,3101.4
79,1,70,0.1,4,343,878.651,9313,24010,878.651
79,1,70,0.1,5,376,1109,12099,26320,1109
79,1,70,0.1,8,725,1951.76,22762,50750,1951.76
79,1,70,0.1,1,175,409.172,4622,12250,409.172
79,1,70,0.1,17,992,2504.89,27292,69440,2504.89
79,1,70,0.1,4,312,695.36,7488,21840,695.36
79,1,70,0.1,4,298,641.844,6655,20860,641.844
79,1,70,0.1,0,90,190.576,2251,6300,190.576
79,1,70,0.1,19,1088,2745.88,32209,76160,2745.88
79,1,70,0.1,6,352,785.166,9285,24640,785.166
79,1,70,0.1,4,423,1113.85,12428,29610,1113.85
79,1,70,0.1,9,576,1505.45,17020,40320,1505.45
79,1,70,0.1,9,607,1475.4,17053,42490,1475.4
79,1,70,0.1,13,1082,2487.23,27972,75740,2487.23
79,1,70,0.1,3,233,482.388,5530,16310,482.388
79,1,70,0.1,15,851,2409.27,26436,59570,2409.27
80,1,70,0.15,20,1183,2892.24,33104,82810,2892.24
80,1,70,0.15,5,389,862.496,10582,27230,862.496
80,1,70,0.15,18,1055,2629.8,28945,73850,2629.8
80,1,70,0.15,3,188,387.355,4544,13160,387.355
80,0,70,0.15,24,1250,3143.82,36273,87519,3143.82
80,1,70,0.15,6,370,926.598,10850,25900,926.598
80,1,70,0.15,5,379,846.006,10313,26530,846.006
80,1,70,0.15,2,126,266.797,2725,8820,266.797
80,0,70,0.15,19,1316,3146.81,36648,92190,3146.81
80,1,70,0.15,16,887,2169.99,24189,62090,2169.99
80,1,70,0.15,6,347,786.42,8770,24290,786.42
80,1,70,0.15,1,90,202.178,1864,6300,202.178
80,1,70,0.15,6,433,1117.95,12387,30310,1117.95
80,1,70,0.15,3,209,584.716,6552,14630,584.716
80,1,70,0.15,17,1066,2504.2,29153,74620,2504.2
80,1,70,0.15,13,1121,2621.72,31120,78470,2621.72
80,1,70,0.15,10,755,1716.89,19560,52850,1716.89
80,1,70,0.15,16,1190,3011.22,33318,83300,3011.22
80,1,70,0.15,7,635,1565.83,17935,44450,1565.83
80,1,70,0.15,13,749,1843.79,21270,52430,1843.79
80,1,70,0.15,6,401,944.241,10220,28070,944.241
80,1,70,0.15,6,622,1578,18506,43540,1578
80,1,70,0.15,14,816,2095.05,23899,57120,2095.05
80,1,70,0.15,5,298,824.583,9575,20860,824.583
81,1,70,0.2,0,68,138.427,1509,4760,138.427
81,1,70,0.2,3,311,735.831,8533,21770,735.831
81,1,70,0.2,11,894,2118.97,24071,62580,2118.97
81,1,70,0.2,5,282,660.14,7640,19740,660.14
81,1,70,0.2,5,309,694.357,8216,21630,694.357
81,1,70,0.2,6,578,1572.01,17913,40460,1572.01
81,0,70,0.2,18,1320,3116.38,36376,92408,3116.38
81,1,70,0.2,5,448,1048.41,12578,31360,1048.41
81,0,70,0.2,19,1348,3204.9,38225,94430,3204.9
81,1,70,0.2,13,823,2015.86,22993,57610,2015.86
81,1,70,0.2,13,697,1624.47,19266,48790,1624.47
81,1,70,0.2,21,1363,3288.07,37203,95410,3288.07
81,1,70,0.2,3,203,497.796,5639,14210,497.796
81,1,70,0.2,6,557,1305.24,14712,38990,1305.24
81,0,70,0.2,21,1386,3300.99,39071,97090,3300.99
81,0,70,0.2,25,1395,3308.59,40998,97720,3308.59
81,1,70,0.2,5,359,871.309,10027,25130,871.309
81,1,70,0.2,7,552,1316.64,14817,38640,1316.64
81,1,70,0.2,4,332,855.271,10284,23240,855.271
81,1,70,0.2,1,94,194.399,2314,6580,194.399
81,1,70,0.2,8,626,1511.62,17094,43820,1511.62
81,1,70,0.2,5,272,591.005,7375,19040,591.005
81,1,70,0.2,10,730,1773.43,21588,51100,1773.43
81,1,70,0.2,7,596,1419.28,16401,41720,1419.28
82,1,70,0.25,9,514,1148.42,13725,35980,1148.42
82,1,70,0.25,15,966,2246.31,26560,67620,2246.31
82,1,70,0.25,2,219,442.542,5717,15330,442.542
82,1,70,0.25,9,499,1173.96,14415,34930,1173.96
82,0,70,0.25,24,1483,3352.65,41328,103840,3352.65
82,1,70,0.25,13,1364,3156.39,37104,95480,3156.39
82,1,70,0.25,9,567,1313.62,15548,39690,1313.62
82,0,70,0.25,26,1445,3375.36,40851,101220,3375.36
82,1,70,0.25,12,1159,2689.15,31645,81130,2689.15
82,1,70,0.25,14,912,2136.34,25818,63840,2136.34
82,1,70,0.25,1,144,349.879,3926,10080,349.879
82,1,70,0.25,21,1104,2548.92,30096,77280,2548.92
82,0,70,0.25,23,1458,3367.21,41371,102130,3367.21
82,1,70,0.25,13,842,1945.62,23743,58940,1945.62
82,1,70,0.25,13,1102,2580.43,30325,77140,2580.43
82,1,70,0.25,6,403,917.149,10412,28210,917.149
82,1,70,0.25,11,680,1530.32,18488,47600,1530.32
82,1,70,0.25,21,1169,2697.5,32802,81830,2697.5
82,1,70,0.25,6,377,835.437,10507,26390,835.437
82,1,70,0.25,4,270,637.948,7282,18900,637.948
82,1,70,0.25,9,506,1159.59,13865,35420,1159.59
82,1,70,0.25,3,199,434.029,5381,13930,434.029
82,1,70,0.25,3,276,621.475,7731,19320,621.475
82,1,70,0.25,10,729,1624.98,20291,51030,1624.98
83,1,70,0.3,26,1387,3062.42,38776,97090,3062.42
83,1,70,0.3,5,429,947.134,11737,30030,947.134
83,1,70,0.3,11,923,2181.98,25743,64610,2181.98
83,0,70,0.3,18,1523,3424.12,41251,106680,3424.12
83,1,70,0.3,5,392,877.581,10764,27440,877.581
83,0,70,0.3,16,1524,3415.64,41787,106720,3415.64
83,0,70,0.3,24,1529,3368.01,42635,107100,3368.01
83,1,70,0.3,10,627,1386.11,17389,43890,1386.11
83,0,70,0.3,20,1222,2757.44,34039,85610,2757.44
83,0,70,0.3,22,1515,3339.77,41555,106074,3339.77
83,1,70,0.3,19,1048,2413.47,28658,73360,2413.47
83,1,70,0.3,4,418,952.569,10500,29260,952.569
83,1,70,0.3,8,752,1691.39,20304,52640,1691.39
83,1,70,0.3,3,334,776.47,9198,23380,776.47
83,1,70,0.3,3,260,577.358,7108,18200,577.358
83,0,70,0.3,25,1595,3449.01,43632,111675,3449.01
83,1,70,0.3,7,693,1501.37,18487,48510,1501.37
83,1,70,0.3,19,1260,2835.7,35513,88200,2835.7
83,1,70,0.3,3,217,537.589,6375,15190,537.589
83,0,70,0.3,22,1426,3344.95,39838,99890,3344.95
83,1,70,0.3,1,116,241.19,2459,8120,241.19
83,1,70,0.3,16,1266,2998.95,36504,88620,2998.95
83,1,70,0.3,13,850,1985.49,24154,59500,1985.49
83,0,70,0.3,14,1423,3237.65,39764,99680,3237.65
84,1,70,0.35,11,592,1332.05,16282,41440,1332.05
84,1,70,0.35,7,524,1154.88,13513,36680,1154.88
84,0,70,0.35,16,1505,3334.11,40162,105420,3334.11
84,1,70,0.35,16,943,2101.67,25267,66010,2101.67
84,1,70,0.35,10,506,1146.1,13459,35420,1146.1
84,1,70,0.35,7,491,1041.29,13208,34370,1041.29
84,1,70,0.35,5,492,1194.73,14554,34440,1194.73
84,1,70,0.35,30,1534,3301.93,41738,107380,3301.93
84,0,70,0.35,18,1494,3306.3,40872,104580,3306.3
84,1,70,0.35,0,75,163.45,1902,5250,163.45
84,1,70,0.35,19,1243,2766.12,34371,87010,2766.12
84,1,70,0.35,3,383,778.493,10175,26810,778.493
84,0,70,0.35,22,1483,3261.46,39562,103880,3261.46
84,1,70,0.35,18,1149,2554.81,31350,80430,2554.81
84,1,70,0.35,3,351,772.59,10107,24570,772.59
84,1,70,0.35,12,831,1896.33,22503,58170,1896.33
84,1,70,0.35,2,188,404.532,4963,13160,404.532
84,1,70,0.35,5,422,1002.22,11921,29540,1002.22
84,1,70,0.35,9,878,1961.71,23169,61460,1961.71
84,0,70,0.35,21,1475,3262.6,39114,103320,3262.6
84,1,70,0.35,1,97,222.66,2253,6790,222.66
84,1,70,0.35,23,1329,3042.62,36408,93030,3042.62
84,1,70,0.35,5,341,762.572,9219,23870,762.572
84,1,70,0.35,21,1163,2618.21,31734,81410,2618.21
85,0,70,0.4,24,1509,3315.58,41134,105700,3315.58
85,0,70,0.4,18,1481,3265.38,40741,103720,3265.38
85,0,70,0.4,27,1537,3350.03,41940,107660,3350.03
85,1,70,0.4,3,307,678.068,8447,21490,678.068
85,1,70,0.4,10,555,1236.35,14973,38850,1236.35
85,1,70,0.4,22,1291,2921.56,34812,90370,2921.56
85,0,70,0.4,17,1460,3273.98,40067,102224,3273.98
85,1,70,0.4,7,440,987.171,12491,30800,987.171
85,0,70,0.4,22,1569,3376.94,41473,109900,3376.94
85,0,70,0.4,21,1441,3289.1,39873,100940,3289.1
85,0,70,0.4,17,1558,3363.84,41569,109130,3363.84
85,0,70,0.4,25,1502,3343.16,40833,105210,3343.16
85,1,70,0.4,13,1270,2745.96,34523,88900,2745.96
85,0,70,0.4,20,1533,3350.19,40851,107345,3350.19
85,0,70,0.4,19,1561,3365.09,42015,109270,3365.09
85,1,70,0.4,17,1355,2967.28,37204,94850,2967.28
85,1,70,0.4,8,618,1352.82,16778,43260,1352.82
85,0,70,0.4,16,1567,3368.24,41886,109760,3368.24
85,0,70,0.4,22,1486,3303.58,39672,104090,3303.58
85,1,70,0.4,14,823,1840.08,23003,57610,1840.08
85,1,70,0.4,8,749,1714.93,20066,52430,1714.93
85,0,70,0.4,23,1457,3259.98,40200,102060,3259.98
85,1,70,0.4,16,984,2161.04,26181,68880,2161.04
85,1,70,0.4,15,982,2164.74,26546,68740,2164.74
86,1,70,0.45,1,79,174.517,1484,5530,174.517
86,0,70,0.45,29,1603,3395.53,42714,112255,3395.53
86,0,70,0.45,18,1509,3325.94,41143,105700,3325.94
86,0,70,0.45,24,1611,3415.44,42516,112840,3415.44
86,1,70,0.45,2,273,607.645,7067,19110,607.645
86,1,70,0.45,14,899,1966.96,24152,62930,1966.96
86,0,70,0.45,19,1494,3261.36,40164,104589,3261.36
86,1,70,0.45,12,1239,2687.92,33321,86730,2687.92
86,1,70,0.45,22,1312,2858.69,35007,91840,2858.69
86,1,70,0.45,22,1560,3381.92,40839,109200,3381.92
86,1,70,0.45,10,890,1909.53,23746,62300,1909.53
86,1,70,0.45,24,1307,2844.86,35194,91490,2844.86
86,0,70,0.45,14,1426,3248.14,39369,99882,3248.14
86,1,70,0.45,2,187,421.626,4664,13090,421.626
86,0,70,0.45,17,1535,3330.92,42115,107520,3330.92
86,0,70,0.45,22,1579,3383.9,41470,110600,3383.9
86,0,70,0.45,19,1616,3398.22,42680,113190,3398.22
86,0,70,0.45,20,1528,3348.45,41018,107030,3348.45
86,0,70,0.45,24,1507,3350.18,40527,105560,3350.18
86,0,70,0.45,19,1572,3400.35,41757,110110,3400.35
86,1,70,0.45,24,1478,3188,38692,103460,3188
86,0,70,0.45,17,1485,3159.92,39895,104020,3159.92
86,1,70,0.45,13,1112,2401,29592,77840,2401
86,0,70,0.45,21,1558,3374.37,41303,109130,3374.37
87,0,70,0.5,28,1566,3367.08,40574,109647,3367.08
87,0,70,0.5,27,1546,3351.94,40155,108290,3351.94
87,0,70,0.5,29,1548,3340.95,39539,108430,3340.95
87,1,70,0.5,14,1095,2361.37,28741,76650,2361.37
87,0,70,0.5,30,1624,3445.89,43162,113750,3445.89
87,1,70,0.5,7,543,1159.39,14278,38010,1159.39
87,0,70,0.5,28,1529,3359.51,41063,107100,3359.51
87,1,70,0.5,3,244,555.985,6728,17080,555.985
87,0,70,0.5,21,1659,3481.73,42666,116200,3481.73
87,0,70,0.5,16,1591,3427.26,41817,111440,3427.26
87,0,70,0.5,21,1571,3389.31,41424,109970,3389.31
87,0,70,0.5,26,1573,3397.13,41221,110180,3397.13
87,0,70,0.5,18,1617,3445.49,43037,113260,3445.49
87,1,70,0.5,16,1121,2468.17,29498,78470,2468.17
87,0,70,0.5,21,1591,3399.28,41904,111370,3399.28
87,0,70,0.5,24,1673,3506.81,43093,117180,3506.81
87,0,70,0.5,16,1649,3471.98,43329,115477,3471.98
87,0,70,0.5,17,1648,3428.47,41704,115430,3428.47
87,0,70,0.5,16,1641,3477.01,42254,114940,3477.01
87,1,70,0.5,17,1203,2581.57,31058,84210,2581.57
87,0,70,0.5,17,1575,3384.96,41235,110257,3384.96
